data,method1,method2,noise,sigma,criteria,value,methods
Iris,HC (average),HC (complete),Laplace,1.5,ARI,0.00015805646845083623,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,1.5,MI,0.000904880428781984,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,1.5,Fowlkes Mallows,0.6196767591320079,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,1.5,V Measure,0.026420790842483027,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,2.0,ARI,-0.0002003561184680036,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,2.0,MI,0.0002452832854926702,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,2.0,Fowlkes Mallows,0.6242173675888931,HC (average):HC (complete)
Iris,HC (average),HC (complete),Laplace,2.0,V Measure,0.025934678695977365,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,0.0,ARI,0.511374534817245,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,0.0,MI,0.5489140175272438,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,0.0,Fowlkes Mallows,0.7399062509491983,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,0.0,V Measure,0.5566568291514622,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,0.5,ARI,0.36275115962407517,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,0.5,MI,0.42578349916130265,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,0.5,Fowlkes Mallows,0.6597756222399093,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,0.5,V Measure,0.43558074221543647,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,1.0,ARI,0.08061592844068534,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,1.0,MI,0.10197122544514815,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,1.0,Fowlkes Mallows,0.5557877409857176,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,1.0,V Measure,0.11965432068840601,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,1.5,ARI,0.0010952305899755023,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,1.5,MI,0.008548738375420879,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,1.5,Fowlkes Mallows,0.5907448461579519,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,1.5,V Measure,0.0326764155104031,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,2.0,ARI,0.0014852057338267419,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,2.0,MI,0.0033971961870960495,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,2.0,Fowlkes Mallows,0.6005424047827087,HC (average):HC (complete)
Iris,HC (average),HC (complete),Normal,2.0,V Measure,0.02824681408417759,HC (average):HC (complete)
Iris,HC (complete),HC (complete),Laplace,0.0,ARI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,0.0,MI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,0.0,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,0.0,V Measure,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,0.5,ARI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,0.5,MI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,0.5,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,0.5,V Measure,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,1.0,ARI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,1.0,MI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,1.0,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,1.0,V Measure,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,1.5,ARI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,1.5,MI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,1.5,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,1.5,V Measure,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,2.0,ARI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,2.0,MI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,2.0,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Laplace,2.0,V Measure,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,0.0,ARI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,0.0,MI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,0.0,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,0.0,V Measure,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,0.5,ARI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,0.5,MI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,0.5,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,0.5,V Measure,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,1.0,ARI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,1.0,MI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,1.0,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,1.0,V Measure,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,1.5,ARI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,1.5,MI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,1.5,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,1.5,V Measure,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,2.0,ARI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,2.0,MI,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,2.0,Fowlkes Mallows,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (complete),Normal,2.0,V Measure,1.0,HC (complete):HC (complete)
Iris,HC (complete),HC (single),Laplace,0.0,ARI,0.5286300248731429,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,0.0,MI,0.5606825784236611,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,0.0,Fowlkes Mallows,0.7554467125339442,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,0.0,V Measure,0.5678266426137795,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,0.5,ARI,0.0004058798604497909,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,0.5,MI,0.0005523249671389119,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,0.5,Fowlkes Mallows,0.6136258054591663,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,0.5,V Measure,0.025467697116148113,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,1.0,ARI,5.38635658808196e-05,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,1.0,MI,0.0006835011742317608,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,1.0,Fowlkes Mallows,0.6329991721933975,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,1.0,V Measure,0.02569211973757592,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,1.5,ARI,-0.00015220519439576436,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,1.5,MI,-0.00021644673995638,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,1.5,Fowlkes Mallows,0.6271071558928147,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,1.5,V Measure,0.024750908212790534,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,2.0,ARI,0.001303013486986744,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,2.0,MI,0.001003167501874868,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,2.0,Fowlkes Mallows,0.6337669281350007,HC (complete):HC (single)
Iris,HC (complete),HC (single),Laplace,2.0,V Measure,0.025960106686063664,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,0.0,ARI,0.5286300248731429,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,0.0,MI,0.5606825784236611,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,0.0,Fowlkes Mallows,0.7554467125339442,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,0.0,V Measure,0.5678266426137795,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,0.5,ARI,0.017889599667301904,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,0.5,MI,0.023998626456892075,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,0.5,Fowlkes Mallows,0.6193142965105459,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,0.5,V Measure,0.04822230166980256,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,1.0,ARI,-9.16053603899422e-05,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,1.0,MI,-0.00014770426454605075,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,1.0,Fowlkes Mallows,0.6319428197947065,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,1.0,V Measure,0.02479573380726639,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,1.5,ARI,0.0006440280887452899,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,1.5,MI,0.00039085567432013143,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,1.5,Fowlkes Mallows,0.6256235695857937,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,1.5,V Measure,0.02530301900167663,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,2.0,ARI,0.0003482618525677883,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,2.0,MI,0.0001018738447268684,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,2.0,Fowlkes Mallows,0.6245130823849934,HC (complete):HC (single)
Iris,HC (complete),HC (single),Normal,2.0,V Measure,0.025050061478921175,HC (complete):HC (single)
Iris,HC (complete),K-Means,Laplace,0.0,ARI,0.5003182606367585,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,0.0,MI,0.5592047930310076,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,0.0,Fowlkes Mallows,0.6834017095079704,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,0.0,V Measure,0.5650238165017893,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,0.5,ARI,0.3175191298562495,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,0.5,MI,0.32046663326605923,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,0.5,Fowlkes Mallows,0.5658447570769972,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,0.5,V Measure,0.32942987167613025,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,1.0,ARI,0.07508252284952965,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,1.0,MI,0.07420410183183732,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,1.0,Fowlkes Mallows,0.4223494593982428,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,1.0,V Measure,0.08665728397075463,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,1.5,ARI,0.027702875004829992,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,1.5,MI,0.025790048782934723,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,1.5,Fowlkes Mallows,0.39205644636283593,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,1.5,V Measure,0.038848937984380806,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,2.0,ARI,0.009394430837342179,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,2.0,MI,0.010603867826059482,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,2.0,Fowlkes Mallows,0.38732724575388566,HC (complete):K-Means
Iris,HC (complete),K-Means,Laplace,2.0,V Measure,0.024035353022279077,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,0.0,ARI,0.5016850717251897,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,0.0,MI,0.5598779739546125,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,0.0,Fowlkes Mallows,0.6842491137944949,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,0.0,V Measure,0.565687392970384,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,0.5,ARI,0.4156769980208203,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,0.5,MI,0.4428135161283493,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,0.5,Fowlkes Mallows,0.629521424149383,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,0.5,V Measure,0.4502063798396556,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,1.0,ARI,0.13940370570655689,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,1.0,MI,0.14246700123237221,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,1.0,Fowlkes Mallows,0.4627882109529726,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,1.0,V Measure,0.15401374620826025,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,1.5,ARI,0.04025624947370173,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,1.5,MI,0.045101767402018884,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,1.5,Fowlkes Mallows,0.39549499238638236,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,1.5,V Measure,0.05776663393153652,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,2.0,ARI,0.014767964494339248,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,2.0,MI,0.01553192829410654,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,2.0,Fowlkes Mallows,0.37694375691931165,HC (complete):K-Means
Iris,HC (complete),K-Means,Normal,2.0,V Measure,0.028573714288855377,HC (complete):K-Means
Iris,HC (complete),K-Means (minibatch),Laplace,0.0,ARI,0.5178205891822418,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,0.0,MI,0.569943655377802,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,0.0,Fowlkes Mallows,0.6948391337836588,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,0.0,V Measure,0.5756255040622686,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,0.5,ARI,0.31093316135953514,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,0.5,MI,0.3191818729885599,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,0.5,Fowlkes Mallows,0.5644275436441012,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,0.5,V Measure,0.32822483288125937,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,1.0,ARI,0.07702820878427136,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,1.0,MI,0.08062282692539548,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,1.0,Fowlkes Mallows,0.4305361148339534,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,1.0,V Measure,0.09316553915955911,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,1.5,ARI,0.023398770175116893,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,1.5,MI,0.023365266576992484,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,1.5,Fowlkes Mallows,0.3930220694793348,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,1.5,V Measure,0.03655125275855037,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,2.0,ARI,0.01113293915436624,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,2.0,MI,0.011078908065900863,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,2.0,Fowlkes Mallows,0.3939007220501232,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Laplace,2.0,V Measure,0.024655561395996627,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,0.0,ARI,0.5321976480338219,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,0.0,MI,0.575947398824831,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,0.0,Fowlkes Mallows,0.7040174409745106,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,0.0,V Measure,0.5815493020279887,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,0.5,ARI,0.4122426273373571,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,0.5,MI,0.4380480970328037,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,0.5,Fowlkes Mallows,0.6286527175676333,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,0.5,V Measure,0.445538501303625,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,1.0,ARI,0.13381452732438553,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,1.0,MI,0.13582937253174357,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,1.0,Fowlkes Mallows,0.46266870553211425,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,1.0,V Measure,0.14754400085404237,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,1.5,ARI,0.03689966277669664,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,1.5,MI,0.040857833544107026,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,1.5,Fowlkes Mallows,0.3945810619986873,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,1.5,V Measure,0.053611412934320646,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,2.0,ARI,0.01269121443660707,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,2.0,MI,0.013791157926022866,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,2.0,Fowlkes Mallows,0.3783191282155965,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means (minibatch),Normal,2.0,V Measure,0.026914917182836305,HC (complete):K-Means (minibatch)
Iris,HC (complete),K-Means++,Laplace,0.0,ARI,0.5029366596308293,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,0.0,MI,0.5604955756099138,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,0.0,Fowlkes Mallows,0.6850207404239477,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,0.0,V Measure,0.5662960880608944,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,0.5,ARI,0.317727482613068,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,0.5,MI,0.3204250527885126,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,0.5,Fowlkes Mallows,0.5655714396778613,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,0.5,V Measure,0.3293861805011877,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,1.0,ARI,0.08477958037681427,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,1.0,MI,0.0841482629683608,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,1.0,Fowlkes Mallows,0.4307447665625685,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,1.0,V Measure,0.09650690176280842,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,1.5,ARI,0.02720888269335797,HC (complete):K-Means++
Iris,HC (complete),K-Means++,Laplace,1.5,MI,0.027620251667214567,HC (complete):K-Means++
