data,method1,method2,noise,sigma,criteria,value,methods
TCGA,HC (complete),Spectral (RBF),Normal,2.0,V Measure,0.019049284530553108,HC (complete):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,0.0,ARI,-0.008766723209086068,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,0.0,MI,-0.008791932138251489,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,0.0,Fowlkes Mallows,0.9823979457410502,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,0.0,V Measure,0.001240044978279226,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,0.5,ARI,0.0,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,0.5,MI,0.0,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,0.5,Fowlkes Mallows,0.991001113421326,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,0.5,V Measure,0.0,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,1.0,ARI,0.0009058380732702516,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,1.0,MI,0.0009244897239495784,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,1.0,Fowlkes Mallows,0.7762391585087332,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,1.0,V Measure,0.017638139302544553,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,1.5,ARI,-0.00022058707777075767,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,1.5,MI,-0.0005109555261614436,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,1.5,Fowlkes Mallows,0.7710527741897455,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,1.5,V Measure,0.01622448023113733,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,2.0,ARI,-0.0018005768470077633,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,2.0,MI,-0.0013537188413007795,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,2.0,Fowlkes Mallows,0.7766930865425852,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Laplace,2.0,V Measure,0.01534844389767861,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,0.0,ARI,-0.008452306319335693,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,0.0,MI,-0.008476513200828656,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,0.0,Fowlkes Mallows,0.9827384404645992,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,0.0,V Measure,0.001195562114118104,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,0.5,ARI,-0.008143579593254806,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,0.5,MI,-0.007912217557079403,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,0.5,Fowlkes Mallows,0.9824280280468941,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,0.5,V Measure,0.0011669776351298053,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,1.0,ARI,-0.0012531416518303607,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,1.0,MI,-0.0010551868361044316,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,1.0,Fowlkes Mallows,0.8692865836097495,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,1.0,V Measure,0.008951865271376367,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,1.5,ARI,9.010032794084896e-05,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,1.5,MI,-0.00010894061473621122,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,1.5,Fowlkes Mallows,0.7774629837547016,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,1.5,V Measure,0.016594316246219033,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,2.0,ARI,2.697760336154161e-05,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,2.0,MI,0.0006534886810870249,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,2.0,Fowlkes Mallows,0.7792619503465634,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Normal,2.0,V Measure,0.017324491958129126,HC (single):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,0.0,ARI,0.006583778434877907,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,0.0,MI,0.0064759776237563295,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,0.0,Fowlkes Mallows,0.5234443329472264,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,0.0,V Measure,0.022758087584186112,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,0.5,ARI,0.0,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,0.5,MI,4.2983225106581475e-16,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,0.5,Fowlkes Mallows,0.5094113754006577,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,0.5,V Measure,4.572319164726259e-16,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,1.0,ARI,-8.57526381795149e-05,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,1.0,MI,0.00015047137657458218,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,1.0,Fowlkes Mallows,0.3966512526933696,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,1.0,V Measure,0.01721851324138765,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,1.5,ARI,-0.0005699242752236864,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,1.5,MI,-0.0008976973627311068,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,1.5,Fowlkes Mallows,0.3868242739918609,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,1.5,V Measure,0.015847159007403917,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,2.0,ARI,0.001351733295207196,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,2.0,MI,0.0004159656258050229,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,2.0,Fowlkes Mallows,0.3891262895703371,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Laplace,2.0,V Measure,0.017321559468505963,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,0.0,ARI,0.006320366276220803,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,0.0,MI,0.006216107457082829,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,0.0,Fowlkes Mallows,0.5234386526425411,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,0.0,V Measure,0.021858968708712786,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,0.5,ARI,0.0032262175781071906,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,0.5,MI,0.0035596842634814376,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,0.5,Fowlkes Mallows,0.4924731006475838,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,0.5,V Measure,0.018293806249972247,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,1.0,ARI,-0.0002937452697693313,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,1.0,MI,-0.0007179905775061269,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,1.0,Fowlkes Mallows,0.4395492737857661,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,1.0,V Measure,0.009369447531708751,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,1.5,ARI,0.00039545132024935536,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,1.5,MI,0.0009757677868452463,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,1.5,Fowlkes Mallows,0.3955793576556993,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,1.5,V Measure,0.01811803064302077,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,2.0,ARI,-0.0012467222320973964,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,2.0,MI,0.0007722757815122201,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,2.0,Fowlkes Mallows,0.39577866851306776,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Normal,2.0,V Measure,0.01783242902312503,HC (ward):Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,0.0,ARI,0.004157930840627799,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,0.0,MI,0.00507469455084812,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,0.0,Fowlkes Mallows,0.4763997409546357,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,0.0,V Measure,0.021420534736970604,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,0.5,ARI,0.0,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,0.5,MI,4.2716746127539374e-16,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,0.5,Fowlkes Mallows,0.4703260569629173,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,0.5,V Measure,0.0,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,1.0,ARI,-0.00030448708488253816,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,1.0,MI,-0.0008467432828787195,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,1.0,Fowlkes Mallows,0.3741912989699553,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,1.0,V Measure,0.015768861889414745,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,1.5,ARI,0.00035098170270793144,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,1.5,MI,-0.0015437579643405874,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,1.5,Fowlkes Mallows,0.384008407586687,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,1.5,V Measure,0.015063667741500619,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,2.0,ARI,0.0011345237544229704,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,2.0,MI,-0.0008828979912842793,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,2.0,Fowlkes Mallows,0.3877334161681516,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Laplace,2.0,V Measure,0.015840188791726224,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,0.0,ARI,0.003938047907461975,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,0.0,MI,0.004788360309845314,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,0.0,Fowlkes Mallows,0.4758557935395206,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,0.0,V Measure,0.020493710560939585,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,0.5,ARI,0.0030853578264335994,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,0.5,MI,0.003926159438248093,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,0.5,Fowlkes Mallows,0.4794371353553479,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,0.5,V Measure,0.01868802122715195,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,1.0,ARI,-9.217830459733815e-05,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,1.0,MI,0.0002335885490898121,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,1.0,Fowlkes Mallows,0.4185514765584171,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,1.0,V Measure,0.010085025887227868,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,1.5,ARI,0.0011751117633520573,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,1.5,MI,-0.0007599235565058688,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,1.5,Fowlkes Mallows,0.3749907157114021,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,1.5,V Measure,0.01592257336167421,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,2.0,ARI,-0.0008849667853971148,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,2.0,MI,0.0002602354014715124,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,2.0,Fowlkes Mallows,0.3685055984646574,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Normal,2.0,V Measure,0.016745771143130354,K-Means:Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,0.0,ARI,0.0048221611377061505,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,0.0,MI,0.006054366333185662,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,0.0,Fowlkes Mallows,0.4898185213756719,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,0.0,V Measure,0.022369072053874662,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,0.5,ARI,0.0,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,0.5,MI,1.6871521038339262e-16,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,0.5,Fowlkes Mallows,0.4674115207282388,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,0.5,V Measure,0.0,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,1.0,ARI,0.00017841290447877966,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,1.0,MI,0.0002634315386794059,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,1.0,Fowlkes Mallows,0.4065794615190657,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,1.0,V Measure,0.016846932630411936,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,1.5,ARI,0.0011008951771656738,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,1.5,MI,-3.702074385596445e-05,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,1.5,Fowlkes Mallows,0.4339758049626771,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,1.5,V Measure,0.0168074775515732,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,2.0,ARI,0.0014252775866419704,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,2.0,MI,-0.0003756904412937009,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,2.0,Fowlkes Mallows,0.4709775947174088,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Laplace,2.0,V Measure,0.016997469998044225,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,0.0,ARI,0.004677571019502798,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,0.0,MI,0.006117080192172112,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,0.0,Fowlkes Mallows,0.4879730948305434,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,0.0,V Measure,0.021784446921798505,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,0.5,ARI,0.004193358726238921,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,0.5,MI,0.005272201891068125,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,0.5,Fowlkes Mallows,0.5059679898740304,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,0.5,V Measure,0.019981907046659284,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,1.0,ARI,-0.0002670156186961577,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,1.0,MI,3.7807563016925486e-05,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,1.0,Fowlkes Mallows,0.4375528044887176,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,1.0,V Measure,0.009975860522772271,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,1.5,ARI,-0.0008564681122545372,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,1.5,MI,-0.0006417995898576192,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,1.5,Fowlkes Mallows,0.4040324464246445,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,1.5,V Measure,0.016088554878007918,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,2.0,ARI,-0.001284846305494867,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,2.0,MI,-0.000172473152667396,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,2.0,Fowlkes Mallows,0.4165425849672752,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Normal,2.0,V Measure,0.01668457798914352,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,0.0,ARI,0.00412051343306734,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,0.0,MI,0.005043764237659628,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,0.0,Fowlkes Mallows,0.4752868007570546,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,0.0,V Measure,0.021390952758599,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,0.5,ARI,0.0,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,0.5,MI,-5.722862468956633e-16,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,0.5,Fowlkes Mallows,0.4710142659287204,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,0.5,V Measure,0.0,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,1.0,ARI,-0.0008950272417325184,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,1.0,MI,-0.0005864183085824358,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,1.0,Fowlkes Mallows,0.3715253409776537,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,1.0,V Measure,0.01596809097515335,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,1.5,ARI,-0.0012310041219730967,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,1.5,MI,-0.00036837293677415966,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,1.5,Fowlkes Mallows,0.3731178022808809,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,1.5,V Measure,0.016018587125244687,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,2.0,ARI,0.002509575510192081,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,2.0,MI,-0.0007346378686794202,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,2.0,Fowlkes Mallows,0.3922720051150623,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Laplace,2.0,V Measure,0.016038089786021642,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,0.0,ARI,0.0039816012526482335,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,0.0,MI,0.004828590775828892,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,0.0,Fowlkes Mallows,0.4768440468774765,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,0.0,V Measure,0.020532309137927696,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,0.5,ARI,0.002830402267712708,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,0.5,MI,0.0034452182330678306,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,0.5,Fowlkes Mallows,0.4742639429405109,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,0.5,V Measure,0.018222730680583082,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,1.0,ARI,0.00015951937867103596,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,1.0,MI,0.00026265540781508523,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,1.0,Fowlkes Mallows,0.4191694125904431,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,1.0,V Measure,0.010080159433094848,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,1.5,ARI,0.0008969974377439617,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,1.5,MI,-0.0006885154288011687,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,1.5,Fowlkes Mallows,0.3704304755955363,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,1.5,V Measure,0.015907789895777003,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,2.0,ARI,0.00019594518417226828,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,2.0,MI,-0.0004897974522516032,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,2.0,Fowlkes Mallows,0.3721767410368755,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Normal,2.0,V Measure,0.016064576665798927,K-Means++:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,0.0,ARI,0.006583778434877907,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,0.0,MI,0.0064759776237563295,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,0.0,Fowlkes Mallows,0.5234443329472264,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,0.0,V Measure,0.022758087584186112,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,0.5,ARI,0.0,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,0.5,MI,-7.264104537027615e-16,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,0.5,Fowlkes Mallows,0.4948464032914566,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,0.5,V Measure,0.0,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,1.0,ARI,-0.00029432534782064784,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,1.0,MI,-9.585022049724644e-05,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,1.0,Fowlkes Mallows,0.3930039703657579,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,1.0,V Measure,0.016912389427532162,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,1.5,ARI,-0.0010963512102095594,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,1.5,MI,-3.664387066825249e-05,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,1.5,Fowlkes Mallows,0.3891244832694972,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,1.5,V Measure,0.01676530291018771,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,2.0,ARI,-0.0007214695576120118,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,2.0,MI,-3.6627583090863015e-05,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,2.0,Fowlkes Mallows,0.3871759126913343,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Laplace,2.0,V Measure,0.016884662983393584,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Normal,0.0,ARI,0.006320366276220803,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Normal,0.0,MI,0.006216107457082829,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Normal,0.0,Fowlkes Mallows,0.5234386526425411,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Normal,0.0,V Measure,0.021858968708712786,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Normal,0.5,ARI,0.00269557427814635,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Normal,0.5,MI,0.002539547834360341,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Normal,0.5,Fowlkes Mallows,0.5080725755335662,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Normal,0.5,V Measure,0.017294376305684433,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Normal,1.0,ARI,4.0660409048168533e-05,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Normal,1.0,MI,-2.782033217520887e-05,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Normal,1.0,Fowlkes Mallows,0.4424363740516021,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Normal,1.0,V Measure,0.010040714856570477,Birch:Spectral (RBF)
