data,method,sigma,noise,criteria,Consistency,Accuracy
Call,K-Means (minibatch),1.0,laplace,MI,0.05770670175397866,0.15566319560016176
Call,K-Means (minibatch),1.0,laplace,fowlkes mallows,0.14033846163579336,0.2667100796454508
Call,K-Means (minibatch),1.0,laplace,v_measure,0.06006414480687905,0.15809974546161368
Call,K-Means (minibatch),1.0,normal,ARI,0.10773575139092832,0.16509870442918154
Call,K-Means (minibatch),1.0,normal,MI,0.16947398148936096,0.2815561563909596
Call,K-Means (minibatch),1.0,normal,fowlkes mallows,0.20182328541937164,0.32865838082148896
Call,K-Means (minibatch),1.0,normal,v_measure,0.17153505094769278,0.28361994951395225
Call,K-Means (minibatch),1.5,laplace,ARI,0.005062179482899464,0.03667641354735744
Call,K-Means (minibatch),1.5,laplace,MI,0.008579770183156846,0.0576259691922123
Call,K-Means (minibatch),1.5,laplace,fowlkes mallows,0.1108325041003124,0.20746569994030256
Call,K-Means (minibatch),1.5,laplace,v_measure,0.011051409733216493,0.06034104584586397
Call,K-Means (minibatch),1.5,normal,ARI,0.025391460040339774,0.07790007839080763
Call,K-Means (minibatch),1.5,normal,MI,0.04267252071660016,0.1328839226325992
Call,K-Means (minibatch),1.5,normal,fowlkes mallows,0.12579282655435015,0.24461245965321476
Call,K-Means (minibatch),1.5,normal,v_measure,0.045035875190800864,0.13536735511449183
Call,K-Means (minibatch),2.0,laplace,ARI,0.001018678869451343,0.01594385489515311
Call,K-Means (minibatch),2.0,laplace,MI,0.0017814376148331116,0.02624946806643975
Call,K-Means (minibatch),2.0,laplace,fowlkes mallows,0.1072275135372506,0.1878024669244447
Call,K-Means (minibatch),2.0,laplace,v_measure,0.004273967482523412,0.029056642374061473
Call,K-Means (minibatch),2.0,normal,ARI,0.006201623935691993,0.03873328419339997
Call,K-Means (minibatch),2.0,normal,MI,0.011067539620950763,0.0658053971259074
Call,K-Means (minibatch),2.0,normal,fowlkes mallows,0.10782371952735302,0.20659629936346346
Call,K-Means (minibatch),2.0,normal,v_measure,0.013509199216261014,0.06847934899108002
Call,K-Means (minibatch),3.0,laplace,ARI,0.00010131375491331435,0.004925797487209479
Call,K-Means (minibatch),3.0,laplace,MI,0.0001842535623779668,0.008720309556031293
Call,K-Means (minibatch),3.0,laplace,fowlkes mallows,0.10633904582086742,0.17732090716756996
Call,K-Means (minibatch),3.0,laplace,v_measure,0.002680157988378732,0.011575963816696866
Call,K-Means (minibatch),3.0,normal,ARI,0.0006175077177034712,0.012192152392882606
Call,K-Means (minibatch),3.0,normal,MI,0.0011509408970979292,0.02115785821901218
Call,K-Means (minibatch),3.0,normal,fowlkes mallows,0.10218836560739944,0.18060548181497307
Call,K-Means (minibatch),3.0,normal,v_measure,0.0036099664190242737,0.023956525212650907
Call,K-Means (minibatch),4.0,laplace,ARI,2.63781240261349e-05,0.002393146101721459
Call,K-Means (minibatch),4.0,laplace,MI,5.0552064767531155e-05,0.00430015035382554
Call,K-Means (minibatch),4.0,laplace,fowlkes mallows,0.10662539059805291,0.17521029135338206
Call,K-Means (minibatch),4.0,laplace,v_measure,0.002545898407795577,0.007169249785066642
Call,K-Means (minibatch),4.0,normal,ARI,0.00013113164126451687,0.005357973032462561
Call,K-Means (minibatch),4.0,normal,MI,0.0002525927724294643,0.009747887877533327
Call,K-Means (minibatch),4.0,normal,fowlkes mallows,0.10162620416619257,0.1739242286962294
Call,K-Means (minibatch),4.0,normal,v_measure,0.002712718130299827,0.012578271521410134
Call,K-Means (minibatch),5.0,laplace,ARI,9.673093268120729e-06,0.001475564915457152
Call,K-Means (minibatch),5.0,laplace,MI,1.6566798897815506e-05,0.0027037250618494324
Call,K-Means (minibatch),5.0,laplace,fowlkes mallows,0.1070413092099536,0.17468302224383542
Call,K-Means (minibatch),5.0,laplace,v_measure,0.002516214098955941,0.005581995480917313
Call,K-Means (minibatch),5.0,normal,ARI,4.809777914857833e-05,0.0033209999821621596
Call,K-Means (minibatch),5.0,normal,MI,9.410518052583515e-05,0.005946270571915538
Call,K-Means (minibatch),5.0,normal,fowlkes mallows,0.10164493199032414,0.1720365990811469
Call,K-Means (minibatch),5.0,normal,v_measure,0.002555955187287828,0.008788537151560465
Call,K-Means++,0.0,laplace,ARI,0.9092835676816985,0.41135821083256696
Call,K-Means++,0.0,laplace,MI,0.9135156465166053,0.6237956209320894
Call,K-Means++,0.0,laplace,fowlkes mallows,0.9211651423651439,0.5551464003988789
Call,K-Means++,0.0,laplace,v_measure,0.9137414273009132,0.6249099044876932
Call,K-Means++,0.0,normal,ARI,0.9107993942518451,0.4124606148346689
Call,K-Means++,0.0,normal,MI,0.9161072491203446,0.6260050306062463
Call,K-Means++,0.0,normal,fowlkes mallows,0.9224874568259688,0.5560882375292384
Call,K-Means++,0.0,normal,v_measure,0.9163264004040261,0.6271131324036298
Call,K-Means++,0.5,laplace,ARI,0.2904256659827927,0.3140159908309746
Call,K-Means++,0.5,laplace,MI,0.4074469319272293,0.45629867269112373
Call,K-Means++,0.5,laplace,fowlkes mallows,0.37345444708483555,0.46867464544426496
Call,K-Means++,0.5,laplace,v_measure,0.4089558244338821,0.45788615670922445
Call,K-Means++,0.5,normal,ARI,0.44796378303466877,0.3708051365732596
Call,K-Means++,0.5,normal,MI,0.5736704356917914,0.5462248438205921
Call,K-Means++,0.5,normal,fowlkes mallows,0.5153002037214052,0.5198392213931498
Call,K-Means++,0.5,normal,v_measure,0.574768583322512,0.5475592883158407
Call,K-Means++,1.0,laplace,ARI,0.055355017204344104,0.10595880867270732
Call,K-Means++,1.0,laplace,MI,0.08481602311944926,0.18886347595851632
Call,K-Means++,1.0,laplace,fowlkes mallows,0.15125340400972503,0.270821964516588
Call,K-Means++,1.0,laplace,v_measure,0.08706799657550429,0.19118184220379772
Call,K-Means++,1.0,normal,ARI,0.13849061534659654,0.18992213781854644
Call,K-Means++,1.0,normal,MI,0.215157918208289,0.3174855799153102
Call,K-Means++,1.0,normal,fowlkes mallows,0.22773671558591468,0.35206071058207544
Call,K-Means++,1.0,normal,v_measure,0.21709805155766848,0.3194419026444788
Call,K-Means++,1.5,laplace,ARI,0.00915025224718498,0.043162872915859796
Call,K-Means++,1.5,laplace,MI,0.014343489873831201,0.07372983714819532
Call,K-Means++,1.5,laplace,fowlkes mallows,0.11111980096332369,0.21129189931937753
Call,K-Means++,1.5,laplace,v_measure,0.016776926822947482,0.07638282610053093
Call,K-Means++,1.5,normal,ARI,0.042335381167235626,0.08879348106319035
Call,K-Means++,1.5,normal,MI,0.06711423095844583,0.16665132898266072
Call,K-Means++,1.5,normal,fowlkes mallows,0.138479386928675,0.2537051769444455
Call,K-Means++,1.5,normal,v_measure,0.0694038810873454,0.16902934156249447
Call,K-Means++,2.0,laplace,ARI,0.00187632472985821,0.019975278486285986
Call,K-Means++,2.0,laplace,MI,0.003005113120695379,0.03337030683104323
Call,K-Means++,2.0,laplace,fowlkes mallows,0.10458527863132515,0.18905894710039198
Call,K-Means++,2.0,laplace,v_measure,0.005466165916263177,0.0361385725795102
Call,K-Means++,2.0,normal,ARI,0.012077696884249908,0.0467103380499158
Call,K-Means++,2.0,normal,MI,0.020698561983750877,0.08886654620375883
Call,K-Means++,2.0,normal,fowlkes mallows,0.11113610804410858,0.2129227398019757
Call,K-Means++,2.0,normal,v_measure,0.02310146336290823,0.09146606893727448
Call,K-Means++,3.0,laplace,ARI,0.00020312684101873873,0.006389636088910308
Call,K-Means++,3.0,laplace,MI,0.0003416112198028752,0.01111237672065024
Call,K-Means++,3.0,laplace,fowlkes mallows,0.10311331533492869,0.17606183345420942
Call,K-Means++,3.0,laplace,v_measure,0.0028093542093893184,0.013944455330336242
Call,K-Means++,3.0,normal,ARI,0.0013919813791678482,0.0170618057002209
Call,K-Means++,3.0,normal,MI,0.0026070288178055337,0.03138148956351707
Call,K-Means++,3.0,normal,fowlkes mallows,0.10136392806416776,0.18411352457232483
Call,K-Means++,3.0,normal,v_measure,0.00505346184126284,0.03414441621457332
Call,K-Means++,4.0,laplace,ARI,4.025845187045829e-05,0.0028367832814087017
Call,K-Means++,4.0,laplace,MI,6.95388246332619e-05,0.005246974149592662
Call,K-Means++,4.0,laplace,fowlkes mallows,0.10302598359548115,0.17270603261225748
Call,K-Means++,4.0,laplace,v_measure,0.0025382114953276464,0.008096026432033696
Call,K-Means++,4.0,normal,ARI,0.00030530962426737496,0.008077533361222126
Call,K-Means++,4.0,normal,MI,0.0005846329892130389,0.015048345401216823
Call,K-Means++,4.0,normal,fowlkes mallows,0.10032636738361242,0.17536743720059103
Call,K-Means++,4.0,normal,v_measure,0.0030357011011785478,0.017857628467521817
Call,K-Means++,5.0,laplace,ARI,5.539229728982286e-06,0.0016179567143479578
Call,K-Means++,5.0,laplace,MI,1.0495032696282963e-05,0.002909926380494411
Call,K-Means++,5.0,laplace,fowlkes mallows,0.10309706518737712,0.17162256546620916
Call,K-Means++,5.0,laplace,v_measure,0.002479946110702209,0.005766139500860972
Call,K-Means++,5.0,normal,ARI,9.314729181599286e-05,0.004352128314891587
Call,K-Means++,5.0,normal,MI,0.00017940741269846814,0.008278713884397264
Call,K-Means++,5.0,normal,fowlkes mallows,0.1001257834496067,0.17175213313391846
Call,K-Means++,5.0,normal,v_measure,0.0026314166838111897,0.011107267528098994
Call,HC (average),0.0,laplace,ARI,1.0,0.14105742548166805
Call,HC (average),0.0,laplace,MI,1.0,0.19068710741686207
Call,HC (average),0.0,laplace,fowlkes mallows,1.0,0.5691634263472308
Call,HC (average),0.0,laplace,v_measure,1.0,0.19421439288318262
Call,HC (average),0.0,normal,ARI,1.0,0.14105742548166805
Call,HC (average),0.0,normal,MI,1.0,0.19068710741686207
Call,HC (average),0.0,normal,fowlkes mallows,1.0,0.5691634263472308
Call,HC (average),0.0,normal,v_measure,1.0,0.19421439288318262
Call,HC (average),0.5,laplace,ARI,0.16426030430780808,0.012794169295585925
Call,HC (average),0.5,laplace,MI,0.1001706029580522,0.018370326171145458
Call,HC (average),0.5,laplace,fowlkes mallows,0.9767717270721136,0.5306851665856726
Call,HC (average),0.5,laplace,v_measure,0.10484054493017302,0.022733383342356205
Call,HC (average),0.5,normal,ARI,0.7032634621497488,0.16411586015248655
Call,HC (average),0.5,normal,MI,0.555797195068858,0.19391722537264605
Call,HC (average),0.5,normal,fowlkes mallows,0.9333731654547577,0.576142244691989
Call,HC (average),0.5,normal,v_measure,0.5577765626410668,0.1973324884409208
Call,HC (average),1.0,laplace,ARI,0.009409740325450467,0.005921902798743792
Call,HC (average),1.0,laplace,MI,0.0029872994783100223,0.005772816901062017
Call,HC (average),1.0,laplace,fowlkes mallows,0.9620346101038907,0.5234410856789752
Call,HC (average),1.0,laplace,v_measure,0.010710121912794118,0.011225342847279073
Call,HC (average),1.0,normal,ARI,0.053803286442765635,0.011701224218148685
Call,HC (average),1.0,normal,MI,0.025794682807281297,0.012096409306167226
Call,HC (average),1.0,normal,fowlkes mallows,0.9727049362269478,0.5298835512201121
Call,HC (average),1.0,normal,v_measure,0.03182723819065737,0.017007359242926557
Call,HC (average),1.5,laplace,ARI,0.004667530637372956,0.00925568543266151
Call,HC (average),1.5,laplace,MI,0.0005240275161554449,0.004956742354993981
Call,HC (average),1.5,laplace,fowlkes mallows,0.8864812522216633,0.5047742682581421
Call,HC (average),1.5,laplace,v_measure,0.009958465847109094,0.010511831425559243
Call,HC (average),1.5,normal,ARI,0.016912817889759173,0.01408928592589996
Call,HC (average),1.5,normal,MI,0.0040062161213946165,0.009255862394725691
Call,HC (average),1.5,normal,fowlkes mallows,0.945989362217169,0.5244245366788179
Call,HC (average),1.5,normal,v_measure,0.012965468820089645,0.014847788506392285
Call,HC (average),2.0,laplace,ARI,0.0036087420980348713,0.01895516675045839
Call,HC (average),2.0,laplace,MI,9.005137432824702e-05,0.004566319454726961
Call,HC (average),2.0,laplace,fowlkes mallows,0.6975171122219449,0.4545977036852053
Call,HC (average),2.0,laplace,v_measure,0.007309076062727891,0.009333453361816875
Call,HC (average),2.0,normal,ARI,0.009448236142839612,0.015452634218615889
Call,HC (average),2.0,normal,MI,0.0012549745434037075,0.007591614777396794
Call,HC (average),2.0,normal,fowlkes mallows,0.9013023630196018,0.512984133896678
Call,HC (average),2.0,normal,v_measure,0.01197563143897921,0.01333237750163711
Call,HC (average),3.0,laplace,ARI,0.0002974549034404655,0.00013396912695877504
Call,HC (average),3.0,laplace,MI,0.000252552699587459,0.0001614527344268018
Call,HC (average),3.0,laplace,fowlkes mallows,0.9963378277168443,0.5288093983987402
Call,HC (average),3.0,laplace,v_measure,0.001998744371007971,0.003046031885283189
Call,HC (average),3.0,normal,ARI,0.00021930796908510415,0.00050137330565472
Call,HC (average),3.0,normal,MI,0.000149399875540253,0.0006307016870427445
Call,HC (average),3.0,normal,fowlkes mallows,0.9945750212224492,0.5285906256043057
Call,HC (average),3.0,normal,v_measure,0.002427126927379549,0.003991844842940899
Call,HC (average),4.0,laplace,ARI,-0.00017863899245069008,1.895296054632441e-05
Call,HC (average),4.0,laplace,MI,-0.00014888729447159877,9.04702179320448e-05
Call,HC (average),4.0,laplace,fowlkes mallows,0.9963638633982661,0.5287386833084639
Call,HC (average),4.0,laplace,v_measure,0.0015966788804515416,0.002972093947196986
Call,HC (average),4.0,normal,ARI,0.00014200961744033173,0.00018222578224917247
Call,HC (average),4.0,normal,MI,8.654086918068807e-05,0.0002658019158936538
Call,HC (average),4.0,normal,fowlkes mallows,0.9945355167037497,0.5283637045783345
Call,HC (average),4.0,normal,v_measure,0.002385130036431225,0.003658423602742503
Call,HC (average),5.0,laplace,ARI,7.896653719443671e-05,-2.8102156931634533e-05
Call,HC (average),5.0,laplace,MI,1.909780906904873e-05,3.3060682571169845e-06
Call,HC (average),5.0,laplace,fowlkes mallows,0.9964065844246217,0.5287177825155975
Call,HC (average),5.0,laplace,v_measure,0.0017470446234721393,0.002870289945487924
Call,HC (average),5.0,normal,ARI,7.641477580631486e-05,0.0002199667456168649
Call,HC (average),5.0,normal,MI,6.101912817596201e-05,0.00020129945375693009
Call,HC (average),5.0,normal,fowlkes mallows,0.9944823007007183,0.5283753403450282
Call,HC (average),5.0,normal,v_measure,0.002376334110978669,0.0036024056978984616
Call,HC (complete),0.0,laplace,ARI,1.0,0.8160642193826121
Call,HC (complete),0.0,laplace,MI,1.0,0.6945890780428888
Call,HC (complete),0.0,laplace,fowlkes mallows,1.0,0.8717113448258018
Call,HC (complete),0.0,laplace,v_measure,1.0,0.6956108966435848
Call,HC (complete),0.0,normal,ARI,1.0,0.8160642193826121
Call,HC (complete),0.0,normal,MI,1.0,0.6945890780428888
Call,HC (complete),0.0,normal,fowlkes mallows,1.0,0.8717113448258018
Call,HC (complete),0.0,normal,v_measure,1.0,0.6956108966435848
Call,HC (complete),0.5,laplace,ARI,0.2543654279092954,0.4294123524640751
Call,HC (complete),0.5,laplace,MI,0.23290527459971705,0.33542709198755255
Call,HC (complete),0.5,laplace,fowlkes mallows,0.4495241424348044,0.5844831216095566
Call,HC (complete),0.5,laplace,v_measure,0.23539898989822663,0.3376627464696093
Call,HC (complete),0.5,normal,ARI,0.52384758705895,0.6344447030921434
Call,HC (complete),0.5,normal,MI,0.461100140322679,0.5038622757854241
Call,HC (complete),0.5,normal,fowlkes mallows,0.6769827545508856,0.7463914722852766
Call,HC (complete),0.5,normal,v_measure,0.46294548851403206,0.5056019403256709
Call,HC (complete),1.0,laplace,ARI,0.0073351068586397115,0.06649869713162178
Call,HC (complete),1.0,laplace,MI,0.006674815937574791,0.048746317573354576
Call,HC (complete),1.0,laplace,fowlkes mallows,0.26790170644945305,0.32024256830290865
Call,HC (complete),1.0,laplace,v_measure,0.009913469254543346,0.051981828790809315
Call,HC (complete),1.0,normal,ARI,0.10723915318399797,0.26748344519347056
Call,HC (complete),1.0,normal,MI,0.09829162147125849,0.20157479870920358
Call,HC (complete),1.0,normal,fowlkes mallows,0.2965361430459125,0.4482657985668687
Call,HC (complete),1.0,normal,v_measure,0.10106259801991278,0.2041655332938529
Call,HC (complete),1.5,laplace,ARI,0.00010291993627156633,0.007824057024853009
Call,HC (complete),1.5,laplace,MI,0.0001848192990682066,0.008179769720826006
Call,HC (complete),1.5,laplace,fowlkes mallows,0.3086319676041557,0.2998599689441395
Call,HC (complete),1.5,laplace,v_measure,0.003697224624342701,0.01168170656841563
Call,HC (complete),1.5,normal,ARI,0.011794171106176468,0.08286949703218431
Call,HC (complete),1.5,normal,MI,0.011927544038220975,0.0658140944246956
Call,HC (complete),1.5,normal,fowlkes mallows,0.1759993667953448,0.28310615231114067
Call,HC (complete),1.5,normal,v_measure,0.014753548909810624,0.06872849382190596
Call,HC (complete),2.0,laplace,ARI,5.7756730814996194e-05,0.0030587235406328837
Call,HC (complete),2.0,laplace,MI,1.856885839434508e-05,0.002999275384610195
Call,HC (complete),2.0,laplace,fowlkes mallows,0.30898983158979604,0.2965973963054455
Call,HC (complete),2.0,laplace,v_measure,0.0035298514229347108,0.006526692133292955
Call,HC (complete),2.0,normal,ARI,0.0012591776673916764,0.026026951077567407
Call,HC (complete),2.0,normal,MI,0.0016142314003178121,0.024080741452771746
Call,HC (complete),2.0,normal,fowlkes mallows,0.15722403711923463,0.2308794053146473
Call,HC (complete),2.0,normal,v_measure,0.004432825481132649,0.027101442984413485
Call,HC (complete),3.0,laplace,ARI,1.2138649320674815e-05,0.0019898638554238838
Call,HC (complete),3.0,laplace,MI,6.8665368056221955e-06,0.0011812004603291887
Call,HC (complete),3.0,laplace,fowlkes mallows,0.3191937677270263,0.3007110418459151
Call,HC (complete),3.0,laplace,v_measure,0.0035488310913150693,0.00472496242544189
Call,HC (complete),3.0,normal,ARI,9.069878214574951e-05,0.006313445006732045
Call,HC (complete),3.0,normal,MI,9.01375901010633e-05,0.005940257996595718
Call,HC (complete),3.0,normal,fowlkes mallows,0.15481895700848708,0.213640074885039
Call,HC (complete),3.0,normal,v_measure,0.0029006035454050855,0.00900832670733959
Call,HC (complete),4.0,laplace,ARI,-5.248921576010274e-05,8.643383172287054e-05
Call,HC (complete),4.0,laplace,MI,-4.834739835627163e-06,0.0004771570491016866
Call,HC (complete),4.0,laplace,fowlkes mallows,0.32591330372025634,0.3024685358266103
Call,HC (complete),4.0,laplace,v_measure,0.003591558199750561,0.004060404158954793
Call,HC (complete),4.0,normal,ARI,9.280305368578718e-06,0.0015426819608016134
Call,HC (complete),4.0,normal,MI,1.7638734005050238e-05,0.002498253617631616
Call,HC (complete),4.0,normal,fowlkes mallows,0.15650133584545725,0.21084567121560652
Call,HC (complete),4.0,normal,v_measure,0.002845167758254643,0.0055922931433253185
Call,HC (complete),5.0,laplace,ARI,1.7043464198898723e-05,0.0009418506020467889
Call,HC (complete),5.0,laplace,MI,7.923689882516143e-06,0.00041294529021919846
Call,HC (complete),5.0,laplace,fowlkes mallows,0.32558864728108244,0.3029476897835557
Call,HC (complete),5.0,laplace,v_measure,0.0035537850498904996,0.003965281341696515
Call,HC (complete),5.0,normal,ARI,7.725115481277596e-06,0.0018184905505763444
Call,HC (complete),5.0,normal,MI,1.1210400289493893e-06,0.0013659289347264952
Call,HC (complete),5.0,normal,fowlkes mallows,0.1538573439992683,0.2092027765548907
Call,HC (complete),5.0,normal,v_measure,0.002805727659537194,0.004446920494112309
Call,HC (single),0.0,laplace,ARI,1.0,0.0013185874257202615
Call,HC (single),0.0,laplace,MI,1.0,0.0013675835295500584
Call,HC (single),0.0,laplace,fowlkes mallows,1.0,0.5299220929516062
Call,HC (single),0.0,laplace,v_measure,1.0,0.0038486229786717607
Call,HC (single),0.0,normal,ARI,1.0,0.0013185874257202615
Call,HC (single),0.0,normal,MI,1.0,0.0013675835295500584
Call,HC (single),0.0,normal,fowlkes mallows,1.0,0.5299220929516062
Call,HC (single),0.0,normal,v_measure,1.0,0.0038486229786717607
Call,HC (single),0.5,laplace,ARI,0.18164015670162587,0.001053312007630177
Call,HC (single),0.5,laplace,MI,0.18074085575036586,0.001322069865872132
Call,HC (single),0.5,laplace,fowlkes mallows,0.9979378460809424,0.5297368381015748
Call,HC (single),0.5,laplace,v_measure,0.18187463228707118,0.0038105824511271776
Call,HC (single),0.5,normal,ARI,0.4415148732100469,0.001139176922709494
Call,HC (single),0.5,normal,MI,0.43939311274206294,0.0014852712766116039
Call,HC (single),0.5,normal,fowlkes mallows,0.998563477604723,0.5297811414357085
Call,HC (single),0.5,normal,v_measure,0.4401785011348178,0.003991765327767056
Call,HC (single),1.0,laplace,ARI,0.0032182661852624903,0.0005204011687624881
Call,HC (single),1.0,laplace,MI,0.003219869722897303,0.000577163341814165
Call,HC (single),1.0,laplace,fowlkes mallows,0.9975077004756362,0.5293801899379154
Call,HC (single),1.0,laplace,v_measure,0.004592832454873321,0.003060166540194159
Call,HC (single),1.0,normal,ARI,0.10245664026704056,0.0010924867120543002
Call,HC (single),1.0,normal,MI,0.10215103989520262,0.0012909846594996962
Call,HC (single),1.0,normal,fowlkes mallows,0.9977462838806803,0.529765643668021
Call,HC (single),1.0,normal,v_measure,0.1033909244336044,0.0037766421007234758
Call,HC (single),1.5,laplace,ARI,0.00020831295791699144,0.0002705991639378656
Call,HC (single),1.5,laplace,MI,0.00020841531897024764,0.00028969132366325425
Call,HC (single),1.5,laplace,fowlkes mallows,0.9975001745502103,0.5292105948615028
Call,HC (single),1.5,laplace,v_measure,0.0015855260215367436,0.0027734087281973724
Call,HC (single),1.5,normal,ARI,0.010473638036454163,0.0008190501160033983
Call,HC (single),1.5,normal,MI,0.010478826978660176,0.0009089255411463343
Call,HC (single),1.5,normal,fowlkes mallows,0.9975258414178239,0.5295829480825643
Call,HC (single),1.5,normal,v_measure,0.011841791239075548,0.0033911044972018294
Call,HC (single),2.0,laplace,ARI,9.599849091823507e-05,0.00019039141944301392
Call,HC (single),2.0,laplace,MI,9.604733587550975e-05,0.0001963662142907122
Call,HC (single),2.0,laplace,fowlkes mallows,0.9974998937251479,0.5291561403803786
Call,HC (single),2.0,laplace,v_measure,0.001473312813851757,0.002680315479191195
Call,HC (single),2.0,normal,ARI,0.0019379075514370425,0.0005278220741426786
Call,HC (single),2.0,normal,MI,0.0019388773778568587,0.0006108228217996351
Call,HC (single),2.0,normal,fowlkes mallows,0.9975044991356585,0.5293852281241219
Call,HC (single),2.0,normal,v_measure,0.003313604545836511,0.003093742395317964
Call,HC (single),3.0,laplace,ARI,-0.00026471563419269234,2.0853900474348026e-05
Call,HC (single),3.0,laplace,MI,-0.0002642994581144472,-3.018455738758297e-06
Call,HC (single),3.0,laplace,fowlkes mallows,0.997496212119528,0.52904030215212
Call,HC (single),3.0,laplace,v_measure,0.0011143850417121028,0.0024825346601152908
Call,HC (single),3.0,normal,ARI,-0.0002858600557030939,0.00022232777738971386
Call,HC (single),3.0,normal,MI,-0.00028600272907349953,0.00025350024593111237
Call,HC (single),3.0,normal,fowlkes mallows,0.9974989389465425,0.5291778225485027
Call,HC (single),3.0,normal,v_measure,0.0010917889838115032,0.0027373075649223216
Call,HC (single),4.0,laplace,ARI,2.8614818330493826e-05,-1.2245126744566811e-05
Call,HC (single),4.0,laplace,MI,2.862705311190048e-05,-1.8505315504709303e-05
Call,HC (single),4.0,laplace,fowlkes mallows,0.997499725242631,0.5290185667826057
Call,HC (single),4.0,laplace,v_measure,0.0014059853956355196,0.002465977784201376
Call,HC (single),4.0,normal,ARI,-0.00019601098590983846,0.00019655793577227627
Call,HC (single),4.0,normal,MI,-0.00019610859614431904,0.00020256583339477266
Call,HC (single),4.0,normal,fowlkes mallows,0.997499163600332,0.5291603269392849
Call,HC (single),4.0,normal,v_measure,0.001181559296762188,0.0026864996957313963
Call,HC (single),5.0,laplace,ARI,9.599849091823117e-05,4.488551695143482e-05
Call,HC (single),5.0,laplace,MI,9.604733587550575e-05,6.191458774821439e-05
Call,HC (single),5.0,laplace,fowlkes mallows,0.9974998937251479,0.5290573538047111
Call,HC (single),5.0,laplace,v_measure,0.0014733128138517068,0.0025461978892611157
Call,HC (single),5.0,normal,ARI,0.00041047023519459434,8.175336667296718e-05
Call,HC (single),5.0,normal,MI,0.0004106768011276181,7.97545527289854e-05
Call,HC (single),5.0,normal,fowlkes mallows,0.9975006800134111,0.5290823840513462
Call,HC (single),5.0,normal,v_measure,0.0017875089091789335,0.002563993531970591
Call,HC (ward),0.0,laplace,ARI,1.0,0.46029840160595603
Call,HC (ward),0.0,laplace,MI,1.0,0.6645866864294522
Call,HC (ward),0.0,laplace,fowlkes mallows,1.0,0.595459010912542
Call,HC (ward),0.0,laplace,v_measure,1.0,0.6655924919264696
Call,HC (ward),0.0,normal,ARI,1.0,0.46029840160595603
Call,HC (ward),0.0,normal,MI,1.0,0.6645866864294522
Call,HC (ward),0.0,normal,fowlkes mallows,1.0,0.595459010912542
Call,HC (ward),0.0,normal,v_measure,1.0,0.6655924919264696
Call,HC (ward),0.5,laplace,ARI,0.1898483581518851,0.32775138992478653
Call,HC (ward),0.5,laplace,MI,0.2948311255754776,0.39401967982801883
Call,HC (ward),0.5,laplace,fowlkes mallows,0.3066087885900106,0.4807118205746081
Call,HC (ward),0.5,laplace,v_measure,0.2967323633476434,0.39585127494642913
Call,HC (ward),0.5,normal,ARI,0.3288342997604873,0.40055009336463593
Call,HC (ward),0.5,normal,MI,0.48665380704832156,0.5310022131546199
Call,HC (ward),0.5,normal,fowlkes mallows,0.4237059368934647,0.5433389972320132
Call,HC (ward),0.5,normal,v_measure,0.48802405974265495,0.5324114639105413
Call,HC (ward),1.0,laplace,ARI,0.01570929886319968,0.08608769118458919
Call,HC (ward),1.0,laplace,MI,0.02101424772773909,0.08908535715026183
Call,HC (ward),1.0,laplace,fowlkes mallows,0.1368567179368574,0.2629732514892788
Call,HC (ward),1.0,laplace,v_measure,0.023540181509353227,0.09176746148572996
Call,HC (ward),1.0,normal,ARI,0.07678344402259969,0.19203745164305971
Call,HC (ward),1.0,normal,MI,0.12533670240966727,0.2356476107363198
Call,HC (ward),1.0,normal,fowlkes mallows,0.19294115651810914,0.35889522382669475
Call,HC (ward),1.0,normal,v_measure,0.12760556445588925,0.23790530416586328
Call,HC (ward),1.5,laplace,ARI,0.001121544418434011,0.02256304114889323
Call,HC (ward),1.5,laplace,MI,0.0014767757568180538,0.023446948375956213
Call,HC (ward),1.5,laplace,fowlkes mallows,0.12465096025215451,0.20642460642844
Call,HC (ward),1.5,laplace,v_measure,0.004067142556554305,0.026333451866602714
Call,HC (ward),1.5,normal,ARI,0.014250038783808231,0.0715464164838176
Call,HC (ward),1.5,normal,MI,0.023898683599452453,0.09529809868635775
Call,HC (ward),1.5,normal,fowlkes mallows,0.1262266305118482,0.24462881859792351
Call,HC (ward),1.5,normal,v_measure,0.026365968505589223,0.09792786289641858
Call,HC (ward),2.0,laplace,ARI,0.00014923208742809418,0.007448621484304957
Call,HC (ward),2.0,laplace,MI,0.00024161934474564777,0.009333682467890837
Call,HC (ward),2.0,laplace,fowlkes mallows,0.12421932332452935,0.19324477885917943
Call,HC (ward),2.0,laplace,v_measure,0.002838545296586546,0.012264353120802958
Call,HC (ward),2.0,normal,ARI,0.0031168619517042235,0.03312959426531023
Call,HC (ward),2.0,normal,MI,0.005010064509891975,0.042882888744730334
Call,HC (ward),2.0,normal,fowlkes mallows,0.11547560831378637,0.2084478424977778
Call,HC (ward),2.0,normal,v_measure,0.007519684008397909,0.04566117964724585
Call,HC (ward),3.0,laplace,ARI,1.1865203259017326e-05,0.0025837708394590058
Call,HC (ward),3.0,laplace,MI,1.526327567627766e-05,0.0029860720661065944
Call,HC (ward),3.0,laplace,fowlkes mallows,0.12553837910039262,0.18997390210855816
Call,HC (ward),3.0,laplace,v_measure,0.0026235629048198613,0.005943416416070157
Call,HC (ward),3.0,normal,ARI,0.0002587427851904709,0.00850857009953983
