data,method1,method2,criteria,value,methods
TCGA,Gaussian MM,HC (complete),ARI,0.32216764597531883,Gaussian MM:HC (complete)
TCGA,Gaussian MM,HC (complete),MI,0.43659247489030195,Gaussian MM:HC (complete)
TCGA,Gaussian MM,HC (complete),Fowlkes Mallows,0.5361169380786028,Gaussian MM:HC (complete)
TCGA,Gaussian MM,HC (complete),V Measure,0.4481771949939725,Gaussian MM:HC (complete)
TCGA,HC (average),HC (complete),ARI,0.050424694758856685,HC (average):HC (complete)
TCGA,HC (average),HC (complete),MI,0.07773911233718866,HC (average):HC (complete)
TCGA,HC (average),HC (complete),Fowlkes Mallows,0.620365752923745,HC (average):HC (complete)
TCGA,HC (average),HC (complete),V Measure,0.10336839092633249,HC (average):HC (complete)
TCGA,HC (complete),HC (complete),ARI,1.0,HC (complete):HC (complete)
TCGA,HC (complete),HC (complete),MI,1.0,HC (complete):HC (complete)
TCGA,HC (complete),HC (complete),Fowlkes Mallows,1.0,HC (complete):HC (complete)
TCGA,HC (complete),HC (complete),V Measure,1.0,HC (complete):HC (complete)
TCGA,HC (complete),HC (single),ARI,0.02319588013117629,HC (complete):HC (single)
TCGA,HC (complete),HC (single),MI,0.030362619370545355,HC (complete):HC (single)
TCGA,HC (complete),HC (single),Fowlkes Mallows,0.6184609265508789,HC (complete):HC (single)
TCGA,HC (complete),HC (single),V Measure,0.05371626370822584,HC (complete):HC (single)
TCGA,HC (complete),K-Means,ARI,0.33958732125908286,HC (complete):K-Means
TCGA,HC (complete),K-Means,MI,0.456228428464254,HC (complete):K-Means
TCGA,HC (complete),K-Means,Fowlkes Mallows,0.5484991588797195,HC (complete):K-Means
TCGA,HC (complete),K-Means,V Measure,0.46741978287400165,HC (complete):K-Means
TCGA,HC (complete),K-Means (minibatch),ARI,0.3222048215412582,HC (complete):K-Means (minibatch)
TCGA,HC (complete),K-Means (minibatch),MI,0.43652421612842873,HC (complete):K-Means (minibatch)
TCGA,HC (complete),K-Means (minibatch),Fowlkes Mallows,0.5377297218810454,HC (complete):K-Means (minibatch)
TCGA,HC (complete),K-Means (minibatch),V Measure,0.44812385324910975,HC (complete):K-Means (minibatch)
TCGA,HC (complete),K-Means++,ARI,0.3389604033700851,HC (complete):K-Means++
TCGA,HC (complete),K-Means++,MI,0.4553848119397382,HC (complete):K-Means++
TCGA,HC (complete),K-Means++,Fowlkes Mallows,0.5476900901727764,HC (complete):K-Means++
TCGA,HC (complete),K-Means++,V Measure,0.46658200332623134,HC (complete):K-Means++
TCGA,Birch,HC (complete),ARI,0.3557050688226539,Birch:HC (complete)
TCGA,Birch,HC (complete),MI,0.4728636140465683,Birch:HC (complete)
TCGA,Birch,HC (complete),Fowlkes Mallows,0.5662313652402652,Birch:HC (complete)
TCGA,Birch,HC (complete),V Measure,0.4838892846796298,Birch:HC (complete)
TCGA,Gaussian MM,HC (single),ARI,0.004945512240403233,Gaussian MM:HC (single)
TCGA,Gaussian MM,HC (single),MI,0.005766295382151192,Gaussian MM:HC (single)
TCGA,Gaussian MM,HC (single),Fowlkes Mallows,0.486175741845582,Gaussian MM:HC (single)
TCGA,Gaussian MM,HC (single),V Measure,0.0300524822580567,Gaussian MM:HC (single)
TCGA,HC (single),HC (single),ARI,1.0,HC (single):HC (single)
TCGA,HC (single),HC (single),MI,1.0,HC (single):HC (single)
TCGA,HC (single),HC (single),Fowlkes Mallows,1.0,HC (single):HC (single)
TCGA,HC (single),HC (single),V Measure,1.0,HC (single):HC (single)
TCGA,HC (single),K-Means,ARI,0.0036043941280143772,HC (single):K-Means
TCGA,HC (single),K-Means,MI,0.0033068599845609754,HC (single):K-Means
TCGA,HC (single),K-Means,Fowlkes Mallows,0.48411256760621396,HC (single):K-Means
TCGA,HC (single),K-Means,V Measure,0.027657924993660658,HC (single):K-Means
TCGA,HC (single),K-Means (minibatch),ARI,0.0052140521393005575,HC (single):K-Means (minibatch)
TCGA,HC (single),K-Means (minibatch),MI,0.006600350862682181,HC (single):K-Means (minibatch)
TCGA,HC (single),K-Means (minibatch),Fowlkes Mallows,0.4919135471866041,HC (single):K-Means (minibatch)
TCGA,HC (single),K-Means (minibatch),V Measure,0.03085264527128382,HC (single):K-Means (minibatch)
TCGA,HC (single),K-Means++,ARI,0.0032716619347409577,HC (single):K-Means++
TCGA,HC (single),K-Means++,MI,0.0028808056714383933,HC (single):K-Means++
TCGA,HC (single),K-Means++,Fowlkes Mallows,0.4822121050775513,HC (single):K-Means++
TCGA,HC (single),K-Means++,V Measure,0.027245599537510115,HC (single):K-Means++
TCGA,Birch,HC (single),ARI,0.005280554101361532,Birch:HC (single)
TCGA,Birch,HC (single),MI,0.00440494136308473,Birch:HC (single)
TCGA,Birch,HC (single),Fowlkes Mallows,0.5067513473948296,Birch:HC (single)
TCGA,Birch,HC (single),V Measure,0.028688506943121007,Birch:HC (single)
TCGA,Gaussian MM,HC (ward),ARI,0.4466920495701312,Gaussian MM:HC (ward)
TCGA,Gaussian MM,HC (ward),MI,0.5376931510455388,Gaussian MM:HC (ward)
TCGA,Gaussian MM,HC (ward),Fowlkes Mallows,0.5858366186579336,Gaussian MM:HC (ward)
TCGA,Gaussian MM,HC (ward),V Measure,0.5460590506942234,Gaussian MM:HC (ward)
TCGA,HC (average),HC (ward),ARI,0.011757216328629343,HC (average):HC (ward)
TCGA,HC (average),HC (ward),MI,0.032346741830518964,HC (average):HC (ward)
TCGA,HC (average),HC (ward),Fowlkes Mallows,0.5022088128330191,HC (average):HC (ward)
TCGA,HC (average),HC (ward),V Measure,0.059877261727991966,HC (average):HC (ward)
TCGA,HC (complete),HC (ward),ARI,0.35668275164724866,HC (complete):HC (ward)
TCGA,HC (complete),HC (ward),MI,0.47304344111263347,HC (complete):HC (ward)
TCGA,HC (complete),HC (ward),Fowlkes Mallows,0.5668878011802447,HC (complete):HC (ward)
TCGA,HC (complete),HC (ward),V Measure,0.4840671645675095,HC (complete):HC (ward)
TCGA,HC (single),HC (ward),ARI,0.005249683294593914,HC (single):HC (ward)
TCGA,HC (single),HC (ward),MI,0.004372227179441842,HC (single):HC (ward)
TCGA,HC (single),HC (ward),Fowlkes Mallows,0.5064962683713196,HC (single):HC (ward)
TCGA,HC (single),HC (ward),V Measure,0.028657121684193126,HC (single):HC (ward)
TCGA,HC (ward),HC (ward),ARI,1.0,HC (ward):HC (ward)
TCGA,HC (ward),HC (ward),MI,1.0,HC (ward):HC (ward)
TCGA,HC (ward),HC (ward),Fowlkes Mallows,1.0,HC (ward):HC (ward)
TCGA,HC (ward),HC (ward),V Measure,1.0,HC (ward):HC (ward)
TCGA,HC (ward),K-Means,ARI,0.507664165409023,HC (ward):K-Means
TCGA,HC (ward),K-Means,MI,0.5880928652767983,HC (ward):K-Means
TCGA,HC (ward),K-Means,Fowlkes Mallows,0.6313759238335988,HC (ward):K-Means
TCGA,HC (ward),K-Means,V Measure,0.595527549139293,HC (ward):K-Means
TCGA,HC (ward),K-Means (minibatch),ARI,0.4170635696550886,HC (ward):K-Means (minibatch)
TCGA,HC (ward),K-Means (minibatch),MI,0.5162585522593747,HC (ward):K-Means (minibatch)
TCGA,HC (ward),K-Means (minibatch),Fowlkes Mallows,0.5652079467759676,HC (ward):K-Means (minibatch)
TCGA,HC (ward),K-Means (minibatch),V Measure,0.5250594011104336,HC (ward):K-Means (minibatch)
TCGA,HC (ward),K-Means++,ARI,0.5218320282799861,HC (ward):K-Means++
TCGA,HC (ward),K-Means++,MI,0.5960073805943389,HC (ward):K-Means++
TCGA,HC (ward),K-Means++,Fowlkes Mallows,0.6419237212929698,HC (ward):K-Means++
TCGA,HC (ward),K-Means++,V Measure,0.6032898136320705,HC (ward):K-Means++
TCGA,Birch,HC (ward),ARI,0.9866753906258967,Birch:HC (ward)
TCGA,Birch,HC (ward),MI,0.9901039038659234,Birch:HC (ward)
TCGA,Birch,HC (ward),Fowlkes Mallows,0.9900727046436884,Birch:HC (ward)
TCGA,Birch,HC (ward),V Measure,0.990283700033152,Birch:HC (ward)
TCGA,K-Means,K-Means,ARI,1.0,K-Means:K-Means
TCGA,K-Means,K-Means,MI,1.0,K-Means:K-Means
TCGA,K-Means,K-Means,Fowlkes Mallows,1.0,K-Means:K-Means
TCGA,K-Means,K-Means,V Measure,1.0,K-Means:K-Means
TCGA,Gaussian MM,K-Means (minibatch),ARI,0.4988025492508605,Gaussian MM:K-Means (minibatch)
TCGA,Gaussian MM,K-Means (minibatch),MI,0.5848396910809405,Gaussian MM:K-Means (minibatch)
TCGA,Gaussian MM,K-Means (minibatch),Fowlkes Mallows,0.6208592480939233,Gaussian MM:K-Means (minibatch)
TCGA,Gaussian MM,K-Means (minibatch),V Measure,0.5922612975194976,Gaussian MM:K-Means (minibatch)
TCGA,K-Means,K-Means (minibatch),ARI,0.5251031630954833,K-Means:K-Means (minibatch)
TCGA,K-Means,K-Means (minibatch),MI,0.6055799517472824,K-Means:K-Means (minibatch)
TCGA,K-Means,K-Means (minibatch),Fowlkes Mallows,0.6400004424406467,K-Means:K-Means (minibatch)
TCGA,K-Means,K-Means (minibatch),V Measure,0.6126082512774373,K-Means:K-Means (minibatch)
TCGA,K-Means (minibatch),K-Means (minibatch),ARI,1.0,K-Means (minibatch):K-Means (minibatch)
TCGA,K-Means (minibatch),K-Means (minibatch),MI,1.0,K-Means (minibatch):K-Means (minibatch)
TCGA,K-Means (minibatch),K-Means (minibatch),Fowlkes Mallows,1.0,K-Means (minibatch):K-Means (minibatch)
TCGA,K-Means (minibatch),K-Means (minibatch),V Measure,1.0,K-Means (minibatch):K-Means (minibatch)
TCGA,Birch,K-Means (minibatch),ARI,0.41710522061760913,Birch:K-Means (minibatch)
TCGA,Birch,K-Means (minibatch),MI,0.5164684679821865,Birch:K-Means (minibatch)
TCGA,Birch,K-Means (minibatch),Fowlkes Mallows,0.5652914869771603,Birch:K-Means (minibatch)
TCGA,Birch,K-Means (minibatch),V Measure,0.5252671100512015,Birch:K-Means (minibatch)
TCGA,Gaussian MM,K-Means++,ARI,0.5900386252008493,Gaussian MM:K-Means++
TCGA,Gaussian MM,K-Means++,MI,0.6571199695708352,Gaussian MM:K-Means++
TCGA,Gaussian MM,K-Means++,Fowlkes Mallows,0.6875796221744678,Gaussian MM:K-Means++
TCGA,Gaussian MM,K-Means++,V Measure,0.6631805494244086,Gaussian MM:K-Means++
TCGA,K-Means,K-Means++,ARI,0.7154952837290927,K-Means:K-Means++
TCGA,K-Means,K-Means++,MI,0.7549253818473338,K-Means:K-Means++
TCGA,K-Means,K-Means++,Fowlkes Mallows,0.7828913480340488,K-Means:K-Means++
TCGA,K-Means,K-Means++,V Measure,0.7592467827668934,K-Means:K-Means++
TCGA,K-Means (minibatch),K-Means++,ARI,0.5372489210726347,K-Means (minibatch):K-Means++
TCGA,K-Means (minibatch),K-Means++,MI,0.6158820036907353,K-Means (minibatch):K-Means++
TCGA,K-Means (minibatch),K-Means++,Fowlkes Mallows,0.6492305741906064,K-Means (minibatch):K-Means++
TCGA,K-Means (minibatch),K-Means++,V Measure,0.6227199213895055,K-Means (minibatch):K-Means++
TCGA,K-Means++,K-Means++,ARI,1.0,K-Means++:K-Means++
TCGA,K-Means++,K-Means++,MI,1.0,K-Means++:K-Means++
TCGA,K-Means++,K-Means++,Fowlkes Mallows,1.0,K-Means++:K-Means++
TCGA,K-Means++,K-Means++,V Measure,1.0,K-Means++:K-Means++
TCGA,Birch,K-Means++,ARI,0.5185452875163886,Birch:K-Means++
TCGA,Birch,K-Means++,MI,0.5954117521487254,Birch:K-Means++
TCGA,Birch,K-Means++,Fowlkes Mallows,0.6395544652455014,Birch:K-Means++
TCGA,Birch,K-Means++,V Measure,0.6027072164589433,Birch:K-Means++
TCGA,Birch,Gaussian MM,ARI,0.4471405388450041,Birch:Gaussian MM
TCGA,Birch,Gaussian MM,MI,0.5379173844618589,Birch:Gaussian MM
TCGA,Birch,Gaussian MM,Fowlkes Mallows,0.5862474777284326,Birch:Gaussian MM
TCGA,Birch,Gaussian MM,V Measure,0.5462818254697412,Birch:Gaussian MM
TCGA,Birch,K-Means,ARI,0.5067704710017815,Birch:K-Means
TCGA,Birch,K-Means,MI,0.5873144762315659,Birch:K-Means
TCGA,Birch,K-Means,Fowlkes Mallows,0.6307875053909949,Birch:K-Means
TCGA,Birch,K-Means,V Measure,0.5947651252595655,Birch:K-Means
TCGA,Birch,Birch,ARI,1.0,Birch:Birch
TCGA,Birch,Birch,MI,1.0,Birch:Birch
TCGA,Birch,Birch,Fowlkes Mallows,1.0,Birch:Birch
TCGA,Birch,Birch,V Measure,1.0,Birch:Birch
TCGA,Gaussian MM,Spectral (NN),ARI,0.471933032309779,Gaussian MM:Spectral (NN)
TCGA,Gaussian MM,Spectral (NN),MI,0.5605474737596882,Gaussian MM:Spectral (NN)
TCGA,Gaussian MM,Spectral (NN),Fowlkes Mallows,0.6045363523224144,Gaussian MM:Spectral (NN)
TCGA,Gaussian MM,Spectral (NN),V Measure,0.5685243471170367,Gaussian MM:Spectral (NN)
TCGA,HC (average),Spectral (NN),ARI,0.007696888674599886,HC (average):Spectral (NN)
TCGA,HC (average),Spectral (NN),MI,0.029770119152165594,HC (average):Spectral (NN)
TCGA,HC (average),Spectral (NN),Fowlkes Mallows,0.5001879577892662,HC (average):Spectral (NN)
TCGA,HC (average),Spectral (NN),V Measure,0.05730632323949874,HC (average):Spectral (NN)
TCGA,HC (complete),Spectral (NN),ARI,0.3106248788478061,HC (complete):Spectral (NN)
TCGA,HC (complete),Spectral (NN),MI,0.4343519826624538,HC (complete):Spectral (NN)
TCGA,HC (complete),Spectral (NN),Fowlkes Mallows,0.5338665124635728,HC (complete):Spectral (NN)
TCGA,HC (complete),Spectral (NN),V Measure,0.44619313080661926,HC (complete):Spectral (NN)
TCGA,HC (single),Spectral (NN),ARI,0.003254924646129672,HC (single):Spectral (NN)
TCGA,HC (single),Spectral (NN),MI,0.003214068880733055,HC (single):Spectral (NN)
TCGA,HC (single),Spectral (NN),Fowlkes Mallows,0.5057792751792765,HC (single):Spectral (NN)
TCGA,HC (single),Spectral (NN),V Measure,0.027522706842043818,HC (single):Spectral (NN)
TCGA,HC (ward),Spectral (NN),ARI,0.4502959759416179,HC (ward):Spectral (NN)
TCGA,HC (ward),Spectral (NN),MI,0.5613363038743934,HC (ward):Spectral (NN)
TCGA,HC (ward),Spectral (NN),Fowlkes Mallows,0.594046307180029,HC (ward):Spectral (NN)
TCGA,HC (ward),Spectral (NN),V Measure,0.5694507369289097,HC (ward):Spectral (NN)
TCGA,K-Means,Spectral (NN),ARI,0.5188642071974933,K-Means:Spectral (NN)
TCGA,K-Means,Spectral (NN),MI,0.615887310725918,K-Means:Spectral (NN)
TCGA,K-Means,Spectral (NN),Fowlkes Mallows,0.6395888702407668,K-Means:Spectral (NN)
TCGA,K-Means,Spectral (NN),V Measure,0.6228402582528723,K-Means:Spectral (NN)
TCGA,K-Means (minibatch),Spectral (NN),ARI,0.44627196483175097,K-Means (minibatch):Spectral (NN)
TCGA,K-Means (minibatch),Spectral (NN),MI,0.5432792940978374,K-Means (minibatch):Spectral (NN)
TCGA,K-Means (minibatch),Spectral (NN),Fowlkes Mallows,0.5870910644206286,K-Means (minibatch):Spectral (NN)
TCGA,K-Means (minibatch),Spectral (NN),V Measure,0.5516146283864815,K-Means (minibatch):Spectral (NN)
TCGA,K-Means++,Spectral (NN),ARI,0.5212928531056081,K-Means++:Spectral (NN)
TCGA,K-Means++,Spectral (NN),MI,0.6115963389017621,K-Means++:Spectral (NN)
TCGA,K-Means++,Spectral (NN),Fowlkes Mallows,0.6412560256346604,K-Means++:Spectral (NN)
TCGA,K-Means++,Spectral (NN),V Measure,0.6186200352509424,K-Means++:Spectral (NN)
TCGA,Birch,Spectral (NN),ARI,0.45218972758686526,Birch:Spectral (NN)
TCGA,Birch,Spectral (NN),MI,0.5626261036812196,Birch:Spectral (NN)
TCGA,Birch,Spectral (NN),Fowlkes Mallows,0.5954645911021728,Birch:Spectral (NN)
TCGA,Birch,Spectral (NN),V Measure,0.5707184308549217,Birch:Spectral (NN)
TCGA,Spectral (NN),Spectral (NN),ARI,1.0,Spectral (NN):Spectral (NN)
TCGA,Spectral (NN),Spectral (NN),MI,1.0,Spectral (NN):Spectral (NN)
TCGA,Spectral (NN),Spectral (NN),Fowlkes Mallows,1.0,Spectral (NN):Spectral (NN)
TCGA,Spectral (NN),Spectral (NN),V Measure,1.0,Spectral (NN):Spectral (NN)
TCGA,Spectral (NN),Spectral (RBF),ARI,0.002897621368115249,Spectral (NN):Spectral (RBF)
TCGA,Spectral (NN),Spectral (RBF),MI,0.006345283524752343,Spectral (NN):Spectral (RBF)
TCGA,Spectral (NN),Spectral (RBF),Fowlkes Mallows,0.503385993181536,Spectral (NN):Spectral (RBF)
TCGA,Spectral (NN),Spectral (RBF),V Measure,0.015683194802063323,Spectral (NN):Spectral (RBF)
TCGA,Gaussian MM,Spectral (RBF),ARI,0.0017934388996269435,Gaussian MM:Spectral (RBF)
TCGA,Gaussian MM,Spectral (RBF),MI,0.005372245336194583,Gaussian MM:Spectral (RBF)
TCGA,Gaussian MM,Spectral (RBF),Fowlkes Mallows,0.48662754626942906,Gaussian MM:Spectral (RBF)
TCGA,Gaussian MM,Spectral (RBF),V Measure,0.014721688363526657,Gaussian MM:Spectral (RBF)
TCGA,HC (average),Spectral (RBF),ARI,-0.008269588648787282,HC (average):Spectral (RBF)
TCGA,HC (average),Spectral (RBF),MI,-0.005935443930705953,HC (average):Spectral (RBF)
TCGA,HC (average),Spectral (RBF),Fowlkes Mallows,0.9649347089581024,HC (average):Spectral (RBF)
TCGA,HC (average),Spectral (RBF),V Measure,0.0013956315882544782,HC (average):Spectral (RBF)
TCGA,HC (complete),Spectral (RBF),ARI,0.0030568051587038037,HC (complete):Spectral (RBF)
TCGA,HC (complete),Spectral (RBF),MI,0.007820973658994415,HC (complete):Spectral (RBF)
TCGA,HC (complete),Spectral (RBF),Fowlkes Mallows,0.6090572162362031,HC (complete):Spectral (RBF)
TCGA,HC (complete),Spectral (RBF),V Measure,0.016770256285571647,HC (complete):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),ARI,-0.006239534328244884,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),MI,-0.0054832985432346,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),Fowlkes Mallows,0.9797888110255092,HC (single):Spectral (RBF)
TCGA,HC (single),Spectral (RBF),V Measure,0.0009825011595453704,HC (single):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),ARI,0.002693372089693634,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),MI,0.0064502972335592134,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),Fowlkes Mallows,0.49936805142634927,HC (ward):Spectral (RBF)
TCGA,HC (ward),Spectral (RBF),V Measure,0.015782425310320588,HC (ward):Spectral (RBF)
TCGA,K-Means,Spectral (RBF),ARI,0.001954569617519156,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),MI,0.005805628434665783,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),Fowlkes Mallows,0.48815966297490143,K-Means:Spectral (RBF)
TCGA,K-Means,Spectral (RBF),V Measure,0.015169400904868069,K-Means:Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),ARI,0.0016337165234245683,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),MI,0.005490128027803826,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),Fowlkes Mallows,0.49645427030886097,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means (minibatch),Spectral (RBF),V Measure,0.014843158370421093,K-Means (minibatch):Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),ARI,0.002134728442513507,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),MI,0.0059994438898167005,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),Fowlkes Mallows,0.4817828256329027,K-Means++:Spectral (RBF)
TCGA,K-Means++,Spectral (RBF),V Measure,0.015376417011046709,K-Means++:Spectral (RBF)
TCGA,Birch,Spectral (RBF),ARI,0.002693372089693634,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),MI,0.0064502972335592134,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),Fowlkes Mallows,0.49936805142634927,Birch:Spectral (RBF)
TCGA,Birch,Spectral (RBF),V Measure,0.015782425310320588,Birch:Spectral (RBF)
TCGA,Spectral (RBF),Spectral (RBF),ARI,1.0,Spectral (RBF):Spectral (RBF)
TCGA,Spectral (RBF),Spectral (RBF),MI,1.0,Spectral (RBF):Spectral (RBF)
TCGA,Spectral (RBF),Spectral (RBF),Fowlkes Mallows,1.0,Spectral (RBF):Spectral (RBF)
TCGA,Spectral (RBF),Spectral (RBF),V Measure,1.0,Spectral (RBF):Spectral (RBF)
Author,Gaussian MM,Gaussian MM,ARI,1.0,Gaussian MM:Gaussian MM
Author,Gaussian MM,Gaussian MM,MI,1.0,Gaussian MM:Gaussian MM
Author,Gaussian MM,Gaussian MM,Fowlkes Mallows,1.0,Gaussian MM:Gaussian MM
Author,Gaussian MM,Gaussian MM,V Measure,1.0,Gaussian MM:Gaussian MM
Author,Gaussian MM,K-Means,ARI,0.833311457212553,Gaussian MM:K-Means
Author,Gaussian MM,K-Means,MI,0.84845922723013,Gaussian MM:K-Means
Author,Gaussian MM,K-Means,Fowlkes Mallows,0.8834527944828416,Gaussian MM:K-Means
Author,Gaussian MM,K-Means,V Measure,0.8493804164814004,Gaussian MM:K-Means
Author,Gaussian MM,HC (average),ARI,0.8000033596910722,Gaussian MM:HC (average)
Author,Gaussian MM,HC (average),MI,0.7860658811069448,Gaussian MM:HC (average)
Author,Gaussian MM,HC (average),Fowlkes Mallows,0.8637445381428682,Gaussian MM:HC (average)
Author,Gaussian MM,HC (average),V Measure,0.7874088761666662,Gaussian MM:HC (average)
Author,HC (average),HC (average),ARI,1.0,HC (average):HC (average)
Author,HC (average),HC (average),MI,1.0,HC (average):HC (average)
Author,HC (average),HC (average),Fowlkes Mallows,1.0,HC (average):HC (average)
Author,HC (average),HC (average),V Measure,1.0,HC (average):HC (average)
Author,HC (average),HC (single),ARI,0.0006486822635113007,HC (average):HC (single)
Author,HC (average),HC (single),MI,0.0033386234154909426,HC (average):HC (single)
Author,HC (average),HC (single),Fowlkes Mallows,0.569435186752723,HC (average):HC (single)
Author,HC (average),HC (single),V Measure,0.013439735672766757,HC (average):HC (single)
Author,HC (average),K-Means,ARI,0.8553709896409255,HC (average):K-Means
Author,HC (average),K-Means,MI,0.8185797927057848,HC (average):K-Means
