data,method1,method2,criteria,value,methods
Madelon,Gaussian MM,Gaussian MM,ARI,1.0,Gaussian MM:Gaussian MM
Madelon,Gaussian MM,Gaussian MM,MI,1.0,Gaussian MM:Gaussian MM
Madelon,Gaussian MM,Gaussian MM,Fowlkes Mallows,1.0,Gaussian MM:Gaussian MM
Madelon,Gaussian MM,Gaussian MM,V Measure,1.0,Gaussian MM:Gaussian MM
Madelon,Gaussian MM,K-Means,ARI,0.7533027886369987,Gaussian MM:K-Means
Madelon,Gaussian MM,K-Means,MI,0.7064237328582414,Gaussian MM:K-Means
Madelon,Gaussian MM,K-Means,Fowlkes Mallows,0.8769026365158694,Gaussian MM:K-Means
Madelon,Gaussian MM,K-Means,V Measure,0.7065754694086773,Gaussian MM:K-Means
Madelon,Gaussian MM,HC (average),ARI,0.0003275722674130736,Gaussian MM:HC (average)
Madelon,Gaussian MM,HC (average),MI,0.0020196191607359487,Gaussian MM:HC (average)
Madelon,Gaussian MM,HC (average),Fowlkes Mallows,0.7056482294068996,Gaussian MM:HC (average)
Madelon,Gaussian MM,HC (average),V Measure,0.003241542263752837,Gaussian MM:HC (average)
Madelon,HC (average),HC (average),ARI,1.0,HC (average):HC (average)
Madelon,HC (average),HC (average),MI,1.0,HC (average):HC (average)
Madelon,HC (average),HC (average),Fowlkes Mallows,1.0,HC (average):HC (average)
Madelon,HC (average),HC (average),V Measure,1.0,HC (average):HC (average)
Madelon,HC (average),HC (single),ARI,0.3367338865967472,HC (average):HC (single)
Madelon,HC (average),HC (single),MI,0.30039469365133487,HC (average):HC (single)
Madelon,HC (average),HC (single),Fowlkes Mallows,0.9968654519488974,HC (average):HC (single)
Madelon,HC (average),HC (single),V Measure,0.3011757542587238,HC (average):HC (single)
Madelon,HC (average),K-Means,ARI,0.00016155100638241279,HC (average):K-Means
Madelon,HC (average),K-Means,MI,0.000821015144448501,HC (average):K-Means
Madelon,HC (average),K-Means,Fowlkes Mallows,0.7052751414797261,HC (average):K-Means
Madelon,HC (average),K-Means,V Measure,0.0020435888614584448,HC (average):K-Means
Madelon,HC (average),K-Means (minibatch),ARI,0.00013941359005829694,HC (average):K-Means (minibatch)
Madelon,HC (average),K-Means (minibatch),MI,0.002280827606634532,HC (average):K-Means (minibatch)
Madelon,HC (average),K-Means (minibatch),Fowlkes Mallows,0.7064889538752039,HC (average):K-Means (minibatch)
Madelon,HC (average),K-Means (minibatch),V Measure,0.003504246873746487,HC (average):K-Means (minibatch)
Madelon,HC (average),K-Means++,ARI,0.00015633593872722943,HC (average):K-Means++
Madelon,HC (average),K-Means++,MI,0.0009087878818403882,HC (average):K-Means++
Madelon,HC (average),K-Means++,Fowlkes Mallows,0.7052445880268334,HC (average):K-Means++
Madelon,HC (average),K-Means++,V Measure,0.002131149308353571,HC (average):K-Means++
Madelon,Birch,HC (average),ARI,-0.0007623129259306344,Birch:HC (average)
Madelon,Birch,HC (average),MI,0.0030967903053147105,Birch:HC (average)
Madelon,Birch,HC (average),Fowlkes Mallows,0.7235731966368699,Birch:HC (average)
Madelon,Birch,HC (average),V Measure,0.004360472438647698,Birch:HC (average)
Madelon,Gaussian MM,HC (complete),ARI,0.07655466085123194,Gaussian MM:HC (complete)
Madelon,Gaussian MM,HC (complete),MI,0.07999447147655508,Gaussian MM:HC (complete)
Madelon,Gaussian MM,HC (complete),Fowlkes Mallows,0.60955735130091,Gaussian MM:HC (complete)
Madelon,Gaussian MM,HC (complete),V Measure,0.08061086461966045,Gaussian MM:HC (complete)
Madelon,HC (average),HC (complete),ARI,0.08826111592563184,HC (average):HC (complete)
Madelon,HC (average),HC (complete),MI,0.07575390004209424,HC (average):HC (complete)
Madelon,HC (average),HC (complete),Fowlkes Mallows,0.8090470636113787,HC (average):HC (complete)
Madelon,HC (average),HC (complete),V Measure,0.07716648273016351,HC (average):HC (complete)
Madelon,HC (complete),HC (complete),ARI,1.0,HC (complete):HC (complete)
Madelon,HC (complete),HC (complete),MI,1.0,HC (complete):HC (complete)
Madelon,HC (complete),HC (complete),Fowlkes Mallows,1.0,HC (complete):HC (complete)
Madelon,HC (complete),HC (complete),V Measure,1.0,HC (complete):HC (complete)
Madelon,HC (complete),HC (single),ARI,0.05604118526385806,HC (complete):HC (single)
Madelon,HC (complete),HC (single),MI,0.04791472614150024,HC (complete):HC (single)
Madelon,HC (complete),HC (single),Fowlkes Mallows,0.8097578021932983,HC (complete):HC (single)
Madelon,HC (complete),HC (single),V Measure,0.04923862780095891,HC (complete):HC (single)
Madelon,HC (complete),K-Means,ARI,0.055370239199191124,HC (complete):K-Means
Madelon,HC (complete),K-Means,MI,0.05997597219458906,HC (complete):K-Means
Madelon,HC (complete),K-Means,Fowlkes Mallows,0.5988902909771289,HC (complete):K-Means
Madelon,HC (complete),K-Means,V Measure,0.06060275636873889,HC (complete):K-Means
Madelon,HC (complete),K-Means (minibatch),ARI,0.062370425460700395,HC (complete):K-Means (minibatch)
Madelon,HC (complete),K-Means (minibatch),MI,0.06864304328588273,HC (complete):K-Means (minibatch)
Madelon,HC (complete),K-Means (minibatch),Fowlkes Mallows,0.60329406365023,HC (complete):K-Means (minibatch)
Madelon,HC (complete),K-Means (minibatch),V Measure,0.06926611959942036,HC (complete):K-Means (minibatch)
Madelon,HC (complete),K-Means++,ARI,0.054345246775747834,HC (complete):K-Means++
Madelon,HC (complete),K-Means++,MI,0.05963478306113485,HC (complete):K-Means++
Madelon,HC (complete),K-Means++,Fowlkes Mallows,0.5983915179143328,HC (complete):K-Means++
Madelon,HC (complete),K-Means++,V Measure,0.06026163311351662,HC (complete):K-Means++
Madelon,Birch,HC (complete),ARI,0.06094742417226888,Birch:HC (complete)
Madelon,Birch,HC (complete),MI,0.07152492737740113,Birch:HC (complete)
Madelon,Birch,HC (complete),Fowlkes Mallows,0.6167373912328304,Birch:HC (complete)
Madelon,Birch,HC (complete),V Measure,0.07216398666979519,Birch:HC (complete)
Madelon,Gaussian MM,HC (single),ARI,0.00012973542186631154,Gaussian MM:HC (single)
Madelon,Gaussian MM,HC (single),MI,9.302352765476723e-05,Gaussian MM:HC (single)
Madelon,Gaussian MM,HC (single),Fowlkes Mallows,0.7076007963609444,Gaussian MM:HC (single)
Madelon,Gaussian MM,HC (single),V Measure,0.001510131832930488,Gaussian MM:HC (single)
Madelon,HC (single),HC (single),ARI,1.0,HC (single):HC (single)
Madelon,HC (single),HC (single),MI,1.0,HC (single):HC (single)
Madelon,HC (single),HC (single),Fowlkes Mallows,1.0,HC (single):HC (single)
Madelon,HC (single),HC (single),V Measure,1.0,HC (single):HC (single)
Madelon,HC (single),K-Means,ARI,8.426881228807721e-05,HC (single):K-Means
Madelon,HC (single),K-Means,MI,6.042482176574337e-05,HC (single):K-Means
Madelon,HC (single),K-Means,Fowlkes Mallows,0.7072696701688469,HC (single):K-Means
Madelon,HC (single),K-Means,V Measure,0.0014775865687646555,HC (single):K-Means
Madelon,HC (single),K-Means (minibatch),ARI,6.215437360425656e-05,HC (single):K-Means (minibatch)
Madelon,HC (single),K-Means (minibatch),MI,4.460766849696047e-05,HC (single):K-Means (minibatch)
Madelon,HC (single),K-Means (minibatch),Fowlkes Mallows,0.7084870281672947,HC (single):K-Means (minibatch)
Madelon,HC (single),K-Means (minibatch),V Measure,0.001461763049018975,HC (single):K-Means (minibatch)
Madelon,HC (single),K-Means++,ARI,8.210920997012688e-05,HC (single):K-Means++
Madelon,HC (single),K-Means++,MI,5.887651023157514e-05,HC (single):K-Means++
Madelon,HC (single),K-Means++,Fowlkes Mallows,0.7072401254745156,HC (single):K-Means++
Madelon,HC (single),K-Means++,V Measure,0.0014760411117575242,HC (single):K-Means++
Madelon,Birch,HC (single),ARI,-5.649496084861275e-05,Birch:HC (single)
Madelon,Birch,HC (single),MI,-4.036340637187122e-05,Birch:HC (single)
Madelon,Birch,HC (single),Fowlkes Mallows,0.7258520489107034,Birch:HC (single)
Madelon,Birch,HC (single),V Measure,0.00137640857893671,Birch:HC (single)
Madelon,Gaussian MM,HC (ward),ARI,0.23023837699924482,Gaussian MM:HC (ward)
Madelon,Gaussian MM,HC (ward),MI,0.19959576271428386,Gaussian MM:HC (ward)
Madelon,Gaussian MM,HC (ward),Fowlkes Mallows,0.6262365558440459,Gaussian MM:HC (ward)
Madelon,Gaussian MM,HC (ward),V Measure,0.20001797325797593,Gaussian MM:HC (ward)
Madelon,HC (average),HC (ward),ARI,-0.0008009303554749321,HC (average):HC (ward)
Madelon,HC (average),HC (ward),MI,0.0032728105036542382,HC (average):HC (ward)
Madelon,HC (average),HC (ward),Fowlkes Mallows,0.7234290834503807,HC (average):HC (ward)
Madelon,HC (average),HC (ward),V Measure,0.004536031088235937,HC (average):HC (ward)
Madelon,HC (complete),HC (ward),ARI,0.06215017256388299,HC (complete):HC (ward)
Madelon,HC (complete),HC (ward),MI,0.07240670391023042,HC (complete):HC (ward)
Madelon,HC (complete),HC (ward),Fowlkes Mallows,0.6172454862457141,HC (complete):HC (ward)
Madelon,HC (complete),HC (ward),V Measure,0.07304523628867325,HC (complete):HC (ward)
Madelon,HC (single),HC (ward),ARI,-5.357579894484236e-05,HC (single):HC (ward)
Madelon,HC (single),HC (ward),MI,-3.826324196009156e-05,HC (single):HC (ward)
Madelon,HC (single),HC (ward),Fowlkes Mallows,0.7257210064035742,HC (single):HC (ward)
Madelon,HC (single),HC (ward),V Measure,0.0013785089597260847,HC (single):HC (ward)
Madelon,HC (ward),HC (ward),ARI,1.0,HC (ward):HC (ward)
Madelon,HC (ward),HC (ward),MI,1.0,HC (ward):HC (ward)
Madelon,HC (ward),HC (ward),Fowlkes Mallows,1.0,HC (ward):HC (ward)
Madelon,HC (ward),HC (ward),V Measure,1.0,HC (ward):HC (ward)
Madelon,HC (ward),K-Means,ARI,0.2763466857501641,HC (ward):K-Means
Madelon,HC (ward),K-Means,MI,0.23882310826473577,HC (ward):K-Means
Madelon,HC (ward),K-Means,Fowlkes Mallows,0.6485209704528049,HC (ward):K-Means
Madelon,HC (ward),K-Means,V Measure,0.23922437449211265,HC (ward):K-Means
Madelon,HC (ward),K-Means (minibatch),ARI,0.20542148883197306,HC (ward):K-Means (minibatch)
Madelon,HC (ward),K-Means (minibatch),MI,0.1768850187954829,HC (ward):K-Means (minibatch)
Madelon,HC (ward),K-Means (minibatch),Fowlkes Mallows,0.6145621515363601,HC (ward):K-Means (minibatch)
Madelon,HC (ward),K-Means (minibatch),V Measure,0.17731964303350758,HC (ward):K-Means (minibatch)
Madelon,HC (ward),K-Means++,ARI,0.2750510849694205,HC (ward):K-Means++
Madelon,HC (ward),K-Means++,MI,0.23807104224219888,HC (ward):K-Means++
Madelon,HC (ward),K-Means++,Fowlkes Mallows,0.6478791054278544,HC (ward):K-Means++
Madelon,HC (ward),K-Means++,V Measure,0.23847269291198234,HC (ward):K-Means++
Madelon,Birch,HC (ward),ARI,0.9906898187036552,Birch:HC (ward)
Madelon,Birch,HC (ward),MI,0.9906156798213227,Birch:HC (ward)
Madelon,Birch,HC (ward),Fowlkes Mallows,0.9954555654148471,Birch:HC (ward)
Madelon,Birch,HC (ward),V Measure,0.990620608727391,Birch:HC (ward)
Madelon,K-Means,K-Means,ARI,1.0,K-Means:K-Means
Madelon,K-Means,K-Means,MI,1.0,K-Means:K-Means
Madelon,K-Means,K-Means,Fowlkes Mallows,1.0,K-Means:K-Means
Madelon,K-Means,K-Means,V Measure,1.0,K-Means:K-Means
Madelon,Gaussian MM,K-Means (minibatch),ARI,0.5108694586923856,Gaussian MM:K-Means (minibatch)
Madelon,Gaussian MM,K-Means (minibatch),MI,0.4435174337388308,Gaussian MM:K-Means (minibatch)
Madelon,Gaussian MM,K-Means (minibatch),Fowlkes Mallows,0.7563265241387042,Gaussian MM:K-Means (minibatch)
Madelon,Gaussian MM,K-Means (minibatch),V Measure,0.4438053848155499,Gaussian MM:K-Means (minibatch)
Madelon,K-Means,K-Means (minibatch),ARI,0.6175426955576594,K-Means:K-Means (minibatch)
Madelon,K-Means,K-Means (minibatch),MI,0.5446167828365592,K-Means:K-Means (minibatch)
Madelon,K-Means,K-Means (minibatch),Fowlkes Mallows,0.809411009181845,K-Means:K-Means (minibatch)
Madelon,K-Means,K-Means (minibatch),V Measure,0.544852364885085,K-Means:K-Means (minibatch)
Madelon,K-Means (minibatch),K-Means (minibatch),ARI,1.0,K-Means (minibatch):K-Means (minibatch)
Madelon,K-Means (minibatch),K-Means (minibatch),MI,1.0,K-Means (minibatch):K-Means (minibatch)
Madelon,K-Means (minibatch),K-Means (minibatch),Fowlkes Mallows,1.0,K-Means (minibatch):K-Means (minibatch)
Madelon,K-Means (minibatch),K-Means (minibatch),V Measure,1.0,K-Means (minibatch):K-Means (minibatch)
Madelon,Birch,K-Means (minibatch),ARI,0.20783582977106274,Birch:K-Means (minibatch)
Madelon,Birch,K-Means (minibatch),MI,0.17885090299060416,Birch:K-Means (minibatch)
Madelon,Birch,K-Means (minibatch),Fowlkes Mallows,0.6158369519923568,Birch:K-Means (minibatch)
Madelon,Birch,K-Means (minibatch),V Measure,0.17928456865536876,Birch:K-Means (minibatch)
Madelon,Gaussian MM,K-Means++,ARI,0.7519937576364213,Gaussian MM:K-Means++
Madelon,Gaussian MM,K-Means++,MI,0.7044157659926593,Gaussian MM:K-Means++
Madelon,Gaussian MM,K-Means++,Fowlkes Mallows,0.8762590657402763,Gaussian MM:K-Means++
Madelon,Gaussian MM,K-Means++,V Measure,0.7045685490653742,Gaussian MM:K-Means++
Madelon,K-Means,K-Means++,ARI,0.9707193557089567,K-Means:K-Means++
Madelon,K-Means,K-Means++,MI,0.9467027231560248,K-Means:K-Means++
Madelon,K-Means,K-Means++,Fowlkes Mallows,0.9853934388564793,K-Means:K-Means++
Madelon,K-Means,K-Means++,V Measure,0.9467302714459618,K-Means:K-Means++
Madelon,K-Means (minibatch),K-Means++,ARI,0.6123555298044896,K-Means (minibatch):K-Means++
Madelon,K-Means (minibatch),K-Means++,MI,0.5402049202811129,K-Means (minibatch):K-Means++
Madelon,K-Means (minibatch),K-Means++,Fowlkes Mallows,0.8068189715050714,K-Means (minibatch):K-Means++
Madelon,K-Means (minibatch),K-Means++,V Measure,0.5404427770584594,K-Means (minibatch):K-Means++
Madelon,K-Means++,K-Means++,ARI,1.0,K-Means++:K-Means++
Madelon,K-Means++,K-Means++,MI,1.0,K-Means++:K-Means++
Madelon,K-Means++,K-Means++,Fowlkes Mallows,1.0,K-Means++:K-Means++
Madelon,K-Means++,K-Means++,V Measure,1.0,K-Means++:K-Means++
Madelon,Birch,K-Means++,ARI,0.27712268877326357,Birch:K-Means++
Madelon,Birch,K-Means++,MI,0.2399998022528997,Birch:K-Means++
Madelon,Birch,K-Means++,Fowlkes Mallows,0.648980910880114,Birch:K-Means++
Madelon,Birch,K-Means++,V Measure,0.24040051040485516,Birch:K-Means++
Madelon,Birch,Gaussian MM,ARI,0.2335001899373,Birch:Gaussian MM
Madelon,Birch,Gaussian MM,MI,0.20236781670263893,Birch:Gaussian MM
Madelon,Birch,Gaussian MM,Fowlkes Mallows,0.6279272826338507,Birch:Gaussian MM
Madelon,Birch,Gaussian MM,V Measure,0.20278864661619456,Birch:Gaussian MM
Madelon,Birch,K-Means,ARI,0.2783949738098235,Birch:K-Means
Madelon,Birch,K-Means,MI,0.24073760594305843,Birch:K-Means
Madelon,Birch,K-Means,Fowlkes Mallows,0.6496111466316122,Birch:K-Means
Madelon,Birch,K-Means,V Measure,0.24113793697472308,Birch:K-Means
Madelon,Birch,Birch,ARI,1.0,Birch:Birch
Madelon,Birch,Birch,MI,1.0,Birch:Birch
Madelon,Birch,Birch,Fowlkes Mallows,1.0,Birch:Birch
Madelon,Birch,Birch,V Measure,1.0,Birch:Birch
Madelon,Gaussian MM,Spectral (NN),ARI,0.6202253500259319,Gaussian MM:Spectral (NN)
Madelon,Gaussian MM,Spectral (NN),MI,0.5457888500916614,Gaussian MM:Spectral (NN)
Madelon,Gaussian MM,Spectral (NN),Fowlkes Mallows,0.8116131358086056,Gaussian MM:Spectral (NN)
Madelon,Gaussian MM,Spectral (NN),V Measure,0.5460245468352513,Gaussian MM:Spectral (NN)
Madelon,HC (average),Spectral (NN),ARI,-1.0943988023648007e-05,HC (average):Spectral (NN)
Madelon,HC (average),Spectral (NN),MI,0.0007950996984508497,HC (average):Spectral (NN)
Madelon,HC (average),Spectral (NN),Fowlkes Mallows,0.7084270983932764,HC (average):Spectral (NN)
Madelon,HC (average),Spectral (NN),V Measure,0.002023601482468399,HC (average):Spectral (NN)
Madelon,HC (complete),Spectral (NN),ARI,0.04768187333198798,HC (complete):Spectral (NN)
Madelon,HC (complete),Spectral (NN),MI,0.05641362350371083,HC (complete):Spectral (NN)
Madelon,HC (complete),Spectral (NN),Fowlkes Mallows,0.5979115871982404,HC (complete):Spectral (NN)
Madelon,HC (complete),Spectral (NN),V Measure,0.05704533797515353,HC (complete):Spectral (NN)
Madelon,HC (single),Spectral (NN),ARI,7.874887332942431e-05,HC (single):Spectral (NN)
Madelon,HC (single),Spectral (NN),MI,5.6544439543144895e-05,HC (single):Spectral (NN)
Madelon,HC (single),Spectral (NN),Fowlkes Mallows,0.7104888146870989,HC (single):Spectral (NN)
Madelon,HC (single),Spectral (NN),V Measure,0.0014736346665845512,HC (single):Spectral (NN)
Madelon,HC (ward),Spectral (NN),ARI,0.291918738937255,HC (ward):Spectral (NN)
Madelon,HC (ward),Spectral (NN),MI,0.2522392652664902,HC (ward):Spectral (NN)
Madelon,HC (ward),Spectral (NN),Fowlkes Mallows,0.6576977719710122,HC (ward):Spectral (NN)
Madelon,HC (ward),Spectral (NN),V Measure,0.25263486016714964,HC (ward):Spectral (NN)
Madelon,K-Means,Spectral (NN),ARI,0.7540250121631223,K-Means:Spectral (NN)
Madelon,K-Means,Spectral (NN),MI,0.6693604290560624,K-Means:Spectral (NN)
Madelon,K-Means,Spectral (NN),Fowlkes Mallows,0.8779787105490391,K-Means:Spectral (NN)
Madelon,K-Means,Spectral (NN),V Measure,0.669531956838031,K-Means:Spectral (NN)
Madelon,K-Means (minibatch),Spectral (NN),ARI,0.548178049915625,K-Means (minibatch):Spectral (NN)
Madelon,K-Means (minibatch),Spectral (NN),MI,0.47392898112940096,K-Means (minibatch):Spectral (NN)
Madelon,K-Means (minibatch),Spectral (NN),Fowlkes Mallows,0.77600404746021,K-Means (minibatch):Spectral (NN)
Madelon,K-Means (minibatch),Spectral (NN),V Measure,0.4742021077613472,K-Means (minibatch):Spectral (NN)
Madelon,K-Means++,Spectral (NN),ARI,0.7512078310456412,K-Means++:Spectral (NN)
Madelon,K-Means++,Spectral (NN),MI,0.6663192120821309,K-Means++:Spectral (NN)
Madelon,K-Means++,Spectral (NN),Fowlkes Mallows,0.8765753036305898,K-Means++:Spectral (NN)
Madelon,K-Means++,Spectral (NN),V Measure,0.6664923143583641,K-Means++:Spectral (NN)
Madelon,Birch,Spectral (NN),ARI,0.29380574351914585,Birch:Spectral (NN)
Madelon,Birch,Spectral (NN),MI,0.25427861767301385,Birch:Spectral (NN)
Madelon,Birch,Spectral (NN),Fowlkes Mallows,0.6586996673884847,Birch:Spectral (NN)
Madelon,Birch,Spectral (NN),V Measure,0.2546732041152701,Birch:Spectral (NN)
Madelon,Spectral (NN),Spectral (NN),ARI,1.0,Spectral (NN):Spectral (NN)
Madelon,Spectral (NN),Spectral (NN),MI,1.0,Spectral (NN):Spectral (NN)
Madelon,Spectral (NN),Spectral (NN),Fowlkes Mallows,1.0,Spectral (NN):Spectral (NN)
Madelon,Spectral (NN),Spectral (NN),V Measure,1.0,Spectral (NN):Spectral (NN)
Madelon,Spectral (NN),Spectral (RBF),ARI,0.0002172226351170333,Spectral (NN):Spectral (RBF)
Madelon,Spectral (NN),Spectral (RBF),MI,-1.085532981798854e-05,Spectral (NN):Spectral (RBF)
Madelon,Spectral (NN),Spectral (RBF),Fowlkes Mallows,0.6816858834944277,Spectral (NN):Spectral (RBF)
Madelon,Spectral (NN),Spectral (RBF),V Measure,0.0008618049838277401,Spectral (NN):Spectral (RBF)
Madelon,Gaussian MM,Spectral (RBF),ARI,-7.85064502687681e-05,Gaussian MM:Spectral (RBF)
Madelon,Gaussian MM,Spectral (RBF),MI,-2.8234532946514517e-05,Gaussian MM:Spectral (RBF)
Madelon,Gaussian MM,Spectral (RBF),Fowlkes Mallows,0.6787912985833106,Gaussian MM:Spectral (RBF)
Madelon,Gaussian MM,Spectral (RBF),V Measure,0.000840049947641025,Gaussian MM:Spectral (RBF)
Madelon,HC (average),Spectral (RBF),ARI,-0.00022096871858993204,HC (average):Spectral (RBF)
Madelon,HC (average),Spectral (RBF),MI,-0.0002152468465826016,HC (average):Spectral (RBF)
Madelon,HC (average),Spectral (RBF),Fowlkes Mallows,0.9552850308466744,HC (average):Spectral (RBF)
Madelon,HC (average),Spectral (RBF),V Measure,0.0021608156285240704,HC (average):Spectral (RBF)
Madelon,HC (complete),Spectral (RBF),ARI,-0.0006432620342816605,HC (complete):Spectral (RBF)
Madelon,HC (complete),Spectral (RBF),MI,-0.00023255771594506597,HC (complete):Spectral (RBF)
Madelon,HC (complete),Spectral (RBF),Fowlkes Mallows,0.7759793728336142,HC (complete):Spectral (RBF)
Madelon,HC (complete),Spectral (RBF),V Measure,0.0010656957517541053,HC (complete):Spectral (RBF)
Madelon,HC (single),Spectral (RBF),ARI,0.0007266589942164047,HC (single):Spectral (RBF)
Madelon,HC (single),Spectral (RBF),MI,0.0005706650677413634,HC (single):Spectral (RBF)
Madelon,HC (single),Spectral (RBF),Fowlkes Mallows,0.9580317857544712,HC (single):Spectral (RBF)
Madelon,HC (single),Spectral (RBF),V Measure,0.001924544822238896,HC (single):Spectral (RBF)
Madelon,HC (ward),Spectral (RBF),ARI,0.00025390957826019794,HC (ward):Spectral (RBF)
Madelon,HC (ward),Spectral (RBF),MI,-5.291326442236778e-06,HC (ward):Spectral (RBF)
Madelon,HC (ward),Spectral (RBF),Fowlkes Mallows,0.6963560366910726,HC (ward):Spectral (RBF)
Madelon,HC (ward),Spectral (RBF),V Measure,0.0008965262090970484,HC (ward):Spectral (RBF)
Madelon,K-Means,Spectral (RBF),ARI,-0.0001147914576569478,K-Means:Spectral (RBF)
Madelon,K-Means,Spectral (RBF),MI,7.513034587323815e-05,K-Means:Spectral (RBF)
Madelon,K-Means,Spectral (RBF),Fowlkes Mallows,0.6784838825829443,K-Means:Spectral (RBF)
Madelon,K-Means,Spectral (RBF),V Measure,0.0009429926906320908,K-Means:Spectral (RBF)
Madelon,K-Means (minibatch),Spectral (RBF),ARI,-0.00014299025193963445,K-Means (minibatch):Spectral (RBF)
Madelon,K-Means (minibatch),Spectral (RBF),MI,3.6202774707102105e-06,K-Means (minibatch):Spectral (RBF)
Madelon,K-Means (minibatch),Spectral (RBF),Fowlkes Mallows,0.6796454844006873,K-Means (minibatch):Spectral (RBF)
Madelon,K-Means (minibatch),Spectral (RBF),V Measure,0.0008731327946866706,K-Means (minibatch):Spectral (RBF)
Madelon,K-Means++,Spectral (RBF),ARI,-0.00014771774479220825,K-Means++:Spectral (RBF)
Madelon,K-Means++,Spectral (RBF),MI,4.8447497209735426e-05,K-Means++:Spectral (RBF)
Madelon,K-Means++,Spectral (RBF),Fowlkes Mallows,0.6784391953740719,K-Means++:Spectral (RBF)
Madelon,K-Means++,Spectral (RBF),V Measure,0.0009162624285688249,K-Means++:Spectral (RBF)
Madelon,Birch,Spectral (RBF),ARI,0.0002432270895701592,Birch:Spectral (RBF)
Madelon,Birch,Spectral (RBF),MI,2.5797980230592842e-06,Birch:Spectral (RBF)
Madelon,Birch,Spectral (RBF),Fowlkes Mallows,0.6964841042309666,Birch:Spectral (RBF)
Madelon,Birch,Spectral (RBF),V Measure,0.0009048115273235522,Birch:Spectral (RBF)
Madelon,Spectral (RBF),Spectral (RBF),ARI,1.0,Spectral (RBF):Spectral (RBF)
Madelon,Spectral (RBF),Spectral (RBF),MI,1.0,Spectral (RBF):Spectral (RBF)
Madelon,Spectral (RBF),Spectral (RBF),Fowlkes Mallows,1.0,Spectral (RBF):Spectral (RBF)
Madelon,Spectral (RBF),Spectral (RBF),V Measure,1.0,Spectral (RBF):Spectral (RBF)
PANCAN,Gaussian MM,Gaussian MM,ARI,1.0,Gaussian MM:Gaussian MM
PANCAN,Gaussian MM,Gaussian MM,MI,1.0,Gaussian MM:Gaussian MM
PANCAN,Gaussian MM,Gaussian MM,Fowlkes Mallows,1.0,Gaussian MM:Gaussian MM
PANCAN,Gaussian MM,Gaussian MM,V Measure,1.0,Gaussian MM:Gaussian MM
PANCAN,Gaussian MM,K-Means,ARI,0.8885190021600774,Gaussian MM:K-Means
PANCAN,Gaussian MM,K-Means,MI,0.9237810771892151,Gaussian MM:K-Means
PANCAN,Gaussian MM,K-Means,Fowlkes Mallows,0.9167571282988167,Gaussian MM:K-Means
PANCAN,Gaussian MM,K-Means,V Measure,0.924560778104323,Gaussian MM:K-Means
PANCAN,Gaussian MM,HC (average),ARI,0.0010507884803091908,Gaussian MM:HC (average)
PANCAN,Gaussian MM,HC (average),MI,0.005397645659399385,Gaussian MM:HC (average)
PANCAN,Gaussian MM,HC (average),Fowlkes Mallows,0.48146129694651557,Gaussian MM:HC (average)
PANCAN,Gaussian MM,HC (average),V Measure,0.021508060044345374,Gaussian MM:HC (average)
PANCAN,HC (average),HC (average),ARI,1.0,HC (average):HC (average)
PANCAN,HC (average),HC (average),MI,1.0,HC (average):HC (average)
PANCAN,HC (average),HC (average),Fowlkes Mallows,1.0,HC (average):HC (average)
PANCAN,HC (average),HC (average),V Measure,1.0,HC (average):HC (average)
PANCAN,HC (average),HC (single),ARI,0.3335641953695785,HC (average):HC (single)
PANCAN,HC (average),HC (single),MI,0.32549421522772576,HC (average):HC (single)
PANCAN,HC (average),HC (single),Fowlkes Mallows,0.9870227864302581,HC (average):HC (single)
PANCAN,HC (average),HC (single),V Measure,0.33195633753427656,HC (average):HC (single)
PANCAN,HC (average),K-Means,ARI,-0.0004439376738537943,HC (average):K-Means
PANCAN,HC (average),K-Means,MI,0.0032971082831805875,HC (average):K-Means
PANCAN,HC (average),K-Means,Fowlkes Mallows,0.4693565221215827,HC (average):K-Means
PANCAN,HC (average),K-Means,V Measure,0.019458338841316897,HC (average):K-Means
PANCAN,HC (average),K-Means (minibatch),ARI,0.000899325508870231,HC (average):K-Means (minibatch)
PANCAN,HC (average),K-Means (minibatch),MI,0.004851778348028247,HC (average):K-Means (minibatch)
PANCAN,HC (average),K-Means (minibatch),Fowlkes Mallows,0.4769220221903362,HC (average):K-Means (minibatch)
PANCAN,HC (average),K-Means (minibatch),V Measure,0.020982071997634223,HC (average):K-Means (minibatch)
PANCAN,HC (average),K-Means++,ARI,-0.0004467258238598412,HC (average):K-Means++
PANCAN,HC (average),K-Means++,MI,0.003294314712029852,HC (average):K-Means++
PANCAN,HC (average),K-Means++,Fowlkes Mallows,0.46941742177971507,HC (average):K-Means++
PANCAN,HC (average),K-Means++,V Measure,0.0194555326132238,HC (average):K-Means++
PANCAN,Birch,HC (average),ARI,-0.0011452224713280024,Birch:HC (average)
PANCAN,Birch,HC (average),MI,0.002923929267069761,Birch:HC (average)
PANCAN,Birch,HC (average),Fowlkes Mallows,0.46845316540824117,Birch:HC (average)
PANCAN,Birch,HC (average),V Measure,0.019102880294557235,Birch:HC (average)
PANCAN,Gaussian MM,HC (complete),ARI,0.2176457800150874,Gaussian MM:HC (complete)
PANCAN,Gaussian MM,HC (complete),MI,0.36056614971295275,Gaussian MM:HC (complete)
PANCAN,Gaussian MM,HC (complete),Fowlkes Mallows,0.5067304493025583,Gaussian MM:HC (complete)
PANCAN,Gaussian MM,HC (complete),V Measure,0.3685414384949289,Gaussian MM:HC (complete)
