data,method1,method2,criteria,K,value
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,11,0.14466085557029812
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,12,0.14081100099702873
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,13,0.14522392641683246
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,14,0.14885247345247327
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,15,0.15481494567401596
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,16,0.1614686342125719
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,17,0.16731866993983233
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,18,0.1655619625036788
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,19,0.16931918038386018
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,20,0.16803222060909465
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,21,0.17110263225828037
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,22,0.17323501348290601
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,23,0.1736825009988067
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,24,0.17671387281685394
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,25,0.17681015291334215
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,26,0.17670588172784607
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,27,0.17901116573649312
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,28,0.17959037979120432
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,29,0.1821692440882045
Madelon,Saliency Maps (MLP),Occlusion (MLP),Jaccard,30,0.18446687238218692
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,1,0.14
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,2,0.14
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,3,0.1677777777777777
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,4,0.18145833333333336
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,5,0.19116666666666657
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,6,0.2001388888888889
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,7,0.2046088435374149
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,8,0.20793898809523811
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,9,0.21100749559082882
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,10,0.21350674603174602
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,11,0.2162458021776203
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,12,0.21815587421837435
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,13,0.22030956436725674
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,14,0.2225833709940852
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,15,0.22516670181670176
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,16,0.22808597045315793
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,17,0.2311743389732143
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,18,0.23382514730186293
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,19,0.23650471018625244
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,20,0.23882947467693985
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,21,0.24115278767418313
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,22,0.2434144378212243
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,23,0.24551551141311814
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,24,0.24764680954868282
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,25,0.24961293716673535
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,26,0.2514325579265946
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,27,0.2532450694985863
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,28,0.25496590885322873
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,29,0.2566971676442589
Madelon,Saliency Maps (MLP),Occlusion (MLP),RBO,30,0.258429484278339
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,1,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,2,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,3,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,4,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,5,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,6,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,7,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,8,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,9,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,10,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,11,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,12,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,13,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,14,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,15,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,16,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,17,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,18,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,19,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,20,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,21,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,22,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,23,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,24,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,25,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,26,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,27,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,28,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,29,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),Jaccard,30,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,1,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,2,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,3,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,4,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,5,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,6,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,7,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,8,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,9,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,10,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,11,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,12,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,13,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,14,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,15,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,16,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,17,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,18,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,19,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,20,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,21,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,22,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,23,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,24,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,25,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,26,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,27,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,28,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,29,1.0
Madelon,Saliency Maps (MLP),Saliency Maps (MLP),RBO,30,1.0
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,1,0.14
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,2,0.09999999999999998
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,3,0.14899999999999994
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,4,0.1364761904761905
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,5,0.14456349206349198
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,6,0.15968831168831168
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,7,0.15139238539238536
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,8,0.1484388944388943
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,9,0.15282837750484804
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,10,0.14722123937294201
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,11,0.15327281438891333
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,12,0.15478550363353163
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,13,0.15755063647260428
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,14,0.16174035787079247
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,15,0.16719178289643044
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,16,0.17136207706930737
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,17,0.17427616931846635
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,18,0.17404790483677157
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,19,0.17711842385957424
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,20,0.17632022333982186
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,21,0.1784783761425507
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,22,0.18174605681334977
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,23,0.1827992714488264
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,24,0.18346080712816717
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,25,0.18592803824015863
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,26,0.19101156073225783
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,27,0.19164627193590575
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,28,0.19460964500287806
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,29,0.19829332770757419
Madelon,Saliency Maps (MLP),Shapley Value (MLP),Jaccard,30,0.20010701883252716
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,1,0.14
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,2,0.14
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,3,0.16666666666666657
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,4,0.17937500000000003
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,5,0.1898999999999999
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,6,0.20075000000000007
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,7,0.20737755102040809
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,8,0.21192410714285717
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,9,0.2162782186948853
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,10,0.21925039682539682
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,11,0.22254168306441025
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,12,0.22559376503126516
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,13,0.2285954280761974
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,14,0.23165493831565254
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,15,0.23483349798349798
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,16,0.23804702935952932
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,17,0.24113768853215217
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,18,0.24391398978653883
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,19,0.24664427841273198
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,20,0.24903706449209548
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,21,0.2513504922600456
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,22,0.2536858004631014
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,23,0.25590740082103824
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,24,0.2580050091201617
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,25,0.2600848087553553
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,26,0.26228568889198356
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,27,0.26435466886443415
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,28,0.26643128783356146
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,29,0.2685519687524993
Madelon,Saliency Maps (MLP),Shapley Value (MLP),RBO,30,0.2706224586829715
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,1,0.0
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,2,0.0
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,3,0.008450704225352114
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,4,0.014084507042253518
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,5,0.017214397496087643
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,6,0.024583866837387957
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,7,0.028940543025050062
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,8,0.03195583758964041
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,9,0.032767191383595684
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,10,0.037767021807487526
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,11,0.04115570616682551
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,12,0.04019532213041093
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,13,0.04527974169125426
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,14,0.04863207736447174
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,15,0.053756491201853024
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,16,0.05568008891889886
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,17,0.05582990646206425
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,18,0.05603760565809898
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,19,0.056314151706620394
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,20,0.05571717432354942
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,21,0.05713433807595698
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,22,0.05712100742725728
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,23,0.05924646381094658
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,24,0.05968772700647576
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,25,0.05942059009764987
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,26,0.060659378781896346
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,27,0.0606367607133597
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,28,0.0605744356759661
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,29,0.061405213897716686
Madelon,Saliency Maps (MLP),deepLIFT (MLP),Jaccard,30,0.061311093035425854
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,1,0.0
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,2,0.0
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,3,0.004694835680751174
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,4,0.009683098591549295
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,5,0.013943661971830985
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,6,0.019053208137715178
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,7,0.02380473316086998
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,8,0.028091465459423207
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,9,0.03157773803313709
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,10,0.0353213726805276
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,11,0.038977990994636336
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,12,0.04189179690940254
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,13,0.04508655242674745
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,14,0.0482616003491255
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,15,0.051616930278902115
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,16,0.05477291438999185
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,17,0.057594157741582074
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,18,0.06013261481019007
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,19,0.06242987604155261
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,20,0.06444922730989755
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,21,0.06639442874328971
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,22,0.06817803665572658
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,23,0.06997960927856528
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,24,0.0716608188293606
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,25,0.07318875227336928
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,26,0.0746866596678055
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,27,0.07607435404785179
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,28,0.0773635927686205
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,29,0.07861475859216076
Madelon,Saliency Maps (MLP),deepLIFT (MLP),RBO,30,0.079781434088228
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,1,0.09523809523809523
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,2,0.047619047619047616
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,3,0.03809523809523809
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,4,0.03401360544217686
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,5,0.039682539682539694
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,6,0.04891774891774891
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,7,0.05563880563880565
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,8,0.05152625152625153
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,9,0.05416666666666664
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,10,0.05648926237161532
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,11,0.05853721605601306
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,12,0.059202495227339946
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,13,0.06238314825271348
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,14,0.0679707195649225
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,15,0.07057086318170062
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,16,0.07195563038033509
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,17,0.07639757802537875
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,18,0.07548517940900697
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,19,0.0762650883449203
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,20,0.0782634460210754
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,21,0.07913167932423387
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,22,0.08214883147542362
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,23,0.08220363984089095
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,24,0.08314840951088547
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,25,0.08287176771422379
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,26,0.08440417916476856
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,27,0.08838615917397857
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,28,0.08889038657099357
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,29,0.08788419026903398
Madelon,Saliency Maps (MLP),permutation (MLP),Jaccard,30,0.09027808069308833
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,1,0.09523809523809523
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,2,0.08333333333333333
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,3,0.0767195767195767
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,4,0.07242063492063493
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,5,0.07222222222222222
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,6,0.07473544973544974
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,7,0.07815030774214446
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,8,0.07991425736961452
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,9,0.08191085076005711
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,10,0.08395786092214662
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,11,0.08596720138927931
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,12,0.08773183936874414
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,13,0.08971809122908021
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,14,0.09205601182641998
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,15,0.09438455283693381
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,16,0.09657703614176828
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,17,0.09896985177818098
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,18,0.10104060369291464
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,19,0.10297765673690973
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,20,0.1049121072333976
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,21,0.10671901369167117
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,22,0.10860762208152239
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,23,0.11032177443858646
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,24,0.11196676664121148
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,25,0.11346904835651538
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,26,0.11495157157413607
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,27,0.11657300072806283
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,28,0.11811910590128309
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,29,0.11951005004409038
Madelon,Saliency Maps (MLP),permutation (MLP),RBO,30,0.12094966213256775
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,1,0.20512820512820512
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,2,0.1282051282051282
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,3,0.15641025641025633
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,4,0.15054945054945057
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,5,0.1389397639397639
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,6,0.14864024864024866
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,7,0.1495198533660072
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,8,0.1516423747192977
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,9,0.15327204846435613
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,10,0.14688398976324663
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,11,0.1491091038304659
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,12,0.14945707737469752
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,13,0.15048786961830424
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,14,0.14967320057621053
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,15,0.1486736133201361
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,16,0.14951459272499748
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,17,0.14706443280692455
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,18,0.1464630980882699
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,19,0.1468857256652519
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,20,0.14835401701322146
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,21,0.15165203919730158
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,22,0.15001794595446308
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,23,0.1481000800105151
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,24,0.1479155153330937
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,25,0.15065056665037596
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,26,0.1535431358598794
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,27,0.1518254191194132
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,28,0.15318225502373262
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,29,0.1581322916392439
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),Jaccard,30,0.15960678840791534
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,1,0.20512820512820512
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,2,0.1955128205128205
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,3,0.20868945868945857
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,4,0.2158119658119658
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,5,0.21726495726495726
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,6,0.22094017094017104
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,7,0.22417582417582416
