data,method1,method2,criteria,K,value
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,8,0.2270032051282051
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,9,0.22963754352643237
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,10,0.2311609686609686
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,11,0.23282063054790333
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,12,0.23443030734697404
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,13,0.23604521163692757
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,14,0.2373690361327723
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,15,0.2384675106469979
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,16,0.23953885212899623
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,17,0.24026511785860996
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,18,0.24088508361227062
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,19,0.24148911465448294
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,20,0.2421390178961178
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,21,0.24296395797071982
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,22,0.24360164201718737
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,23,0.2440615967993397
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,24,0.24448709294409646
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,25,0.24504607076479415
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,26,0.2457297031515526
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,27,0.2462659706968874
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,28,0.2468408516492356
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,29,0.24764340650714936
Madelon,Shapley Value (MLP),Guided Backpropagation (MLP),RBO,30,0.24847694537856363
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,1,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,2,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,3,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,4,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,5,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,6,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,7,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,8,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,9,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,10,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,11,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,12,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,13,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,14,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,15,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,16,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,17,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,18,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,19,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,20,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,21,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,22,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,23,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,24,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,25,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,26,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,27,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,28,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,29,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),Jaccard,30,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,1,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,2,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,3,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,4,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,5,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,6,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,7,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,8,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,9,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,10,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,11,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,12,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,13,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,14,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,15,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,16,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,17,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,18,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,19,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,20,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,21,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,22,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,23,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,24,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,25,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,26,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,27,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,28,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,29,1.0
Madelon,Shapley Value (MLP),Shapley Value (MLP),RBO,30,1.0
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,1,0.0
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,2,0.014084507042253521
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,3,0.052112676056338035
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,4,0.08853118712273646
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,5,0.1235747820254862
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,6,0.1912078531796842
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,7,0.2325590684745615
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,8,0.24839323430872726
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,9,0.2611183348548717
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,10,0.2554536821095928
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,11,0.24966776925744347
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,12,0.24004205443710702
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,13,0.22689646550617731
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,14,0.21277611306231548
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,15,0.20713741976174138
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,16,0.19807883874164225
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,17,0.18979779952793788
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,18,0.1825949315032509
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,19,0.1775969197572001
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,20,0.17260954925230798
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,21,0.1666398424636499
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,22,0.16207583569051023
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,23,0.15814213302634592
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,24,0.15279253485283953
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,25,0.1491548874237545
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,26,0.14658883386431462
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,27,0.1430320873156041
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,28,0.14205747833298712
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,29,0.1388572799415053
Madelon,Shapley Value (MLP),deepLIFT (MLP),Jaccard,30,0.1363492664990473
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,1,0.0
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,2,0.01056338028169014
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,3,0.035211267605633804
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,4,0.0625
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,5,0.09056338028169014
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,6,0.12437402190923315
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,7,0.15575835968190097
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,8,0.18206321260898722
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,9,0.2042613706932956
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,10,0.22186340263805054
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,11,0.23579946159971765
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,12,0.24676374746797286
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,13,0.25495085148389585
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,14,0.26081308586338764
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,15,0.2654599756008206
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,16,0.26878510036520614
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,17,0.2711037505849631
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,18,0.27269170949438837
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,19,0.27375053996889454
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,20,0.27439399888594285
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,21,0.2745817459288689
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,22,0.27446835147127113
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,23,0.27414334766519016
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,24,0.27352861115253674
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,25,0.2727508469881253
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,26,0.2719070670160426
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,27,0.2709363015941886
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,28,0.26999096228028263
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,29,0.2689541115938916
Madelon,Shapley Value (MLP),deepLIFT (MLP),RBO,30,0.2678606490321547
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,1,0.047619047619047616
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,2,0.047619047619047616
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,3,0.04285714285714285
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,4,0.037414965986394544
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,5,0.04431216931216932
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,6,0.04502164502164501
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,7,0.04426129426129426
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,8,0.04704343275771847
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,9,0.04961484593837534
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,10,0.05008436122987205
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,11,0.0537753112941083
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,12,0.054749805060364067
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,13,0.056170085952694654
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,14,0.05568986568986567
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,15,0.05693344240142271
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,16,0.05654027276464906
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,17,0.06023416470440942
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,18,0.060427044718180487
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,19,0.06121672802345068
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,20,0.06198084393573116
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,21,0.06217163537445949
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,22,0.06350791631925551
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,23,0.061151439382538995
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,24,0.06245791557129012
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,25,0.06654210322028639
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,26,0.07017116272739152
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,27,0.07233688357655169
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,28,0.07253938192049289
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,29,0.07309850632068497
Madelon,Shapley Value (MLP),permutation (MLP),Jaccard,30,0.0741508459824203
Madelon,Shapley Value (MLP),permutation (MLP),RBO,1,0.047619047619047616
Madelon,Shapley Value (MLP),permutation (MLP),RBO,2,0.05952380952380952
Madelon,Shapley Value (MLP),permutation (MLP),RBO,3,0.06349206349206347
Madelon,Shapley Value (MLP),permutation (MLP),RBO,4,0.06398809523809523
Madelon,Shapley Value (MLP),permutation (MLP),RBO,5,0.06642857142857143
Madelon,Shapley Value (MLP),permutation (MLP),RBO,6,0.06858465608465608
Madelon,Shapley Value (MLP),permutation (MLP),RBO,7,0.06996274700356334
Madelon,Shapley Value (MLP),permutation (MLP),RBO,8,0.07163407029478457
Madelon,Shapley Value (MLP),permutation (MLP),RBO,9,0.07366885025615184
Madelon,Shapley Value (MLP),permutation (MLP),RBO,10,0.0753495842781557
Madelon,Shapley Value (MLP),permutation (MLP),RBO,11,0.07735440365310498
Madelon,Shapley Value (MLP),permutation (MLP),RBO,12,0.0791753991158753
Madelon,Shapley Value (MLP),permutation (MLP),RBO,13,0.08097453015035432
Madelon,Shapley Value (MLP),permutation (MLP),RBO,14,0.08247926487722405
Madelon,Shapley Value (MLP),permutation (MLP),RBO,15,0.08396477420286945
Madelon,Shapley Value (MLP),permutation (MLP),RBO,16,0.08522739248185679
Madelon,Shapley Value (MLP),permutation (MLP),RBO,17,0.08672250220075231
Madelon,Shapley Value (MLP),permutation (MLP),RBO,18,0.08807742491799447
Madelon,Shapley Value (MLP),permutation (MLP),RBO,19,0.0893776633374273
Madelon,Shapley Value (MLP),permutation (MLP),RBO,20,0.09062306588484163
Madelon,Shapley Value (MLP),permutation (MLP),RBO,21,0.09176065663581723
Madelon,Shapley Value (MLP),permutation (MLP),RBO,22,0.09290258664705811
Madelon,Shapley Value (MLP),permutation (MLP),RBO,23,0.09376927587646408
Madelon,Shapley Value (MLP),permutation (MLP),RBO,24,0.0946571962599183
Madelon,Shapley Value (MLP),permutation (MLP),RBO,25,0.09574709888571206
Madelon,Shapley Value (MLP),permutation (MLP),RBO,26,0.09699548462876653
Madelon,Shapley Value (MLP),permutation (MLP),RBO,27,0.09830213824529858
Madelon,Shapley Value (MLP),permutation (MLP),RBO,28,0.09952895692312684
Madelon,Shapley Value (MLP),permutation (MLP),RBO,29,0.10071161165580425
Madelon,Shapley Value (MLP),permutation (MLP),RBO,30,0.10187836745775362
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,1,0.07
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,2,0.13666666666666674
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,3,0.21699999999999975
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,4,0.25514285714285684
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,5,0.29194444444444423
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,6,0.32990909090909076
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,7,0.35467676767676765
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,8,0.36970229770229746
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,9,0.3749095904095902
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,10,0.37239423974718094
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,11,0.375285637736876
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,12,0.3627029874150615
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,13,0.3516961450553453
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,14,0.33451763998852413
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,15,0.32331136712257985
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,16,0.31252165290426154
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,17,0.3010416571490035
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,18,0.2888437001633886
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,19,0.2775072042601243
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,20,0.2651372580807245
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,21,0.25601046457356574
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,22,0.24728315545662968
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,23,0.23745098621218064
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,24,0.22957798399049836
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,25,0.22370037624202158
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,26,0.21706884342362
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,27,0.211181329827131
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,28,0.2052910485966373
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,29,0.19903228272288104
Madelon,Tree,Epsilon-LRP (MLP),Jaccard,30,0.1973458052329134
Madelon,Tree,Epsilon-LRP (MLP),RBO,1,0.07
Madelon,Tree,Epsilon-LRP (MLP),RBO,2,0.1375
Madelon,Tree,Epsilon-LRP (MLP),RBO,3,0.20277777777777772
Madelon,Tree,Epsilon-LRP (MLP),RBO,4,0.24958333333333332
Madelon,Tree,Epsilon-LRP (MLP),RBO,5,0.28766666666666646
Madelon,Tree,Epsilon-LRP (MLP),RBO,6,0.3205555555555556
Madelon,Tree,Epsilon-LRP (MLP),RBO,7,0.3482312925170067
Madelon,Tree,Epsilon-LRP (MLP),RBO,8,0.3709523809523809
Madelon,Tree,Epsilon-LRP (MLP),RBO,9,0.3893650793650794
Madelon,Tree,Epsilon-LRP (MLP),RBO,10,0.4040285714285713
Madelon,Tree,Epsilon-LRP (MLP),RBO,11,0.4162243211334122
Madelon,Tree,Epsilon-LRP (MLP),RBO,12,0.42535840548340564
Madelon,Tree,Epsilon-LRP (MLP),RBO,13,0.4322243269550963
Madelon,Tree,Epsilon-LRP (MLP),RBO,14,0.43675932400932393
Madelon,Tree,Epsilon-LRP (MLP),RBO,15,0.43986425796425793
Madelon,Tree,Epsilon-LRP (MLP),RBO,16,0.4417868043414919
Madelon,Tree,Epsilon-LRP (MLP),RBO,17,0.442719760487494
Madelon,Tree,Epsilon-LRP (MLP),RBO,18,0.4427538478678184
Madelon,Tree,Epsilon-LRP (MLP),RBO,19,0.44208259271688044
Madelon,Tree,Epsilon-LRP (MLP),RBO,20,0.4407284630810364
Madelon,Tree,Epsilon-LRP (MLP),RBO,21,0.43894774261686004
Madelon,Tree,Epsilon-LRP (MLP),RBO,22,0.4368468121673334
Madelon,Tree,Epsilon-LRP (MLP),RBO,23,0.4343941152300016
Madelon,Tree,Epsilon-LRP (MLP),RBO,24,0.4317283882065292
Madelon,Tree,Epsilon-LRP (MLP),RBO,25,0.428971252678268
Madelon,Tree,Epsilon-LRP (MLP),RBO,26,0.4260966186995182
Madelon,Tree,Epsilon-LRP (MLP),RBO,27,0.42314105120310236
Madelon,Tree,Epsilon-LRP (MLP),RBO,28,0.4201079524356446
Madelon,Tree,Epsilon-LRP (MLP),RBO,29,0.41698889105558073
Madelon,Tree,Epsilon-LRP (MLP),RBO,30,0.4140003724648392
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,1,0.05128205128205128
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,2,0.059829059829059825
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,3,0.09102564102564106
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,4,0.08974358974358981
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,5,0.09630647130647123
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,6,0.09937839937839939
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,7,0.1095720518797442
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,8,0.11581153888846199
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,9,0.11868214741517906
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,10,0.12255232727368938
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,11,0.1232462598174671
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,12,0.12721864964427898
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,13,0.13164963056267392
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,14,0.12887368958717893
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,15,0.12530222749055628
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,16,0.12414785663922892
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,17,0.12156074613541608
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,18,0.11908456219128209
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,19,0.11797587620642638
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,20,0.11745819462038366
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,21,0.11660713093197013
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,22,0.11496411294475865
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,23,0.11348141854277881
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,24,0.11219148203063203
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,25,0.1112631910003806
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,26,0.11040570088390947
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,27,0.10888862373942114
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,28,0.10787211900124803
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,29,0.1081398086068972
Madelon,Tree,Guided Backpropagation (MLP),Jaccard,30,0.10673212819501234
Madelon,Tree,Guided Backpropagation (MLP),RBO,1,0.05128205128205128
Madelon,Tree,Guided Backpropagation (MLP),RBO,2,0.07051282051282051
Madelon,Tree,Guided Backpropagation (MLP),RBO,3,0.09401709401709397
Madelon,Tree,Guided Backpropagation (MLP),RBO,4,0.10737179487179485
Madelon,Tree,Guided Backpropagation (MLP),RBO,5,0.11820512820512817
Madelon,Tree,Guided Backpropagation (MLP),RBO,6,0.1269943019943021
Madelon,Tree,Guided Backpropagation (MLP),RBO,7,0.13580150008721434
Madelon,Tree,Guided Backpropagation (MLP),RBO,8,0.1434657356532357
Madelon,Tree,Guided Backpropagation (MLP),RBO,9,0.15000056527834302
Madelon,Tree,Guided Backpropagation (MLP),RBO,10,0.15602614977614976
Madelon,Tree,Guided Backpropagation (MLP),RBO,11,0.16112570089842818
Madelon,Tree,Guided Backpropagation (MLP),RBO,12,0.165949983658317
Madelon,Tree,Guided Backpropagation (MLP),RBO,13,0.1706326354994994
Madelon,Tree,Guided Backpropagation (MLP),RBO,14,0.17440482035262259
Madelon,Tree,Guided Backpropagation (MLP),RBO,15,0.1773077468590289
Madelon,Tree,Guided Backpropagation (MLP),RBO,16,0.17974764729572426
Madelon,Tree,Guided Backpropagation (MLP),RBO,17,0.18168423764644154
Madelon,Tree,Guided Backpropagation (MLP),RBO,18,0.1832240971884009
Madelon,Tree,Guided Backpropagation (MLP),RBO,19,0.1845190005184239
Madelon,Tree,Guided Backpropagation (MLP),RBO,20,0.18564561459506676
