data,method1,method2,criteria,K,value
Word,Shapley Value (Ridge),permutation (Ridge),Jaccard,28,0.23065163507819464
Word,Shapley Value (Ridge),permutation (Ridge),Jaccard,29,0.23507841814091315
Word,Shapley Value (Ridge),permutation (Ridge),Jaccard,30,0.23912022711528497
Word,Shapley Value (Ridge),permutation (Ridge),RBO,1,0.08
Word,Shapley Value (Ridge),permutation (Ridge),RBO,2,0.07
Word,Shapley Value (Ridge),permutation (Ridge),RBO,3,0.07111111111111108
Word,Shapley Value (Ridge),permutation (Ridge),RBO,4,0.07833333333333332
Word,Shapley Value (Ridge),permutation (Ridge),RBO,5,0.08266666666666665
Word,Shapley Value (Ridge),permutation (Ridge),RBO,6,0.08944444444444441
Word,Shapley Value (Ridge),permutation (Ridge),RBO,7,0.09789115646258498
Word,Shapley Value (Ridge),permutation (Ridge),RBO,8,0.10534226190476194
Word,Shapley Value (Ridge),permutation (Ridge),RBO,9,0.11289682539682538
Word,Shapley Value (Ridge),permutation (Ridge),RBO,10,0.11960714285714279
Word,Shapley Value (Ridge),permutation (Ridge),RBO,11,0.12658500590318775
Word,Shapley Value (Ridge),permutation (Ridge),RBO,12,0.1333973665223665
Word,Shapley Value (Ridge),permutation (Ridge),RBO,13,0.14053248034017268
Word,Shapley Value (Ridge),permutation (Ridge),RBO,14,0.14712709909138483
Word,Shapley Value (Ridge),permutation (Ridge),RBO,15,0.15411862581862582
Word,Shapley Value (Ridge),permutation (Ridge),RBO,16,0.1612049617049617
Word,Shapley Value (Ridge),permutation (Ridge),RBO,17,0.1677084760683377
Word,Shapley Value (Ridge),permutation (Ridge),RBO,18,0.17369998048429422
Word,Shapley Value (Ridge),permutation (Ridge),RBO,19,0.17968252998789094
Word,Shapley Value (Ridge),permutation (Ridge),RBO,20,0.1856984034884964
Word,Shapley Value (Ridge),permutation (Ridge),RBO,21,0.19182160876455437
Word,Shapley Value (Ridge),permutation (Ridge),RBO,22,0.19801980010170273
Word,Shapley Value (Ridge),permutation (Ridge),RBO,23,0.20407943072109933
Word,Shapley Value (Ridge),permutation (Ridge),RBO,24,0.20984695444105358
Word,Shapley Value (Ridge),permutation (Ridge),RBO,25,0.21540507626341143
Word,Shapley Value (Ridge),permutation (Ridge),RBO,26,0.2207001472947003
Word,Shapley Value (Ridge),permutation (Ridge),RBO,27,0.22596914046759906
Word,Shapley Value (Ridge),permutation (Ridge),RBO,28,0.23096003851212354
Word,Shapley Value (Ridge),permutation (Ridge),RBO,29,0.23581397297484458
Word,Shapley Value (Ridge),permutation (Ridge),RBO,30,0.24050906276457198
Word,Tree,Epsilon-LRP (MLP),Jaccard,1,0.0707070707070707
Word,Tree,Epsilon-LRP (MLP),Jaccard,2,0.0505050505050505
Word,Tree,Epsilon-LRP (MLP),Jaccard,3,0.054545454545454564
Word,Tree,Epsilon-LRP (MLP),Jaccard,4,0.05964405964405969
Word,Tree,Epsilon-LRP (MLP),Jaccard,5,0.05751964085297413
Word,Tree,Epsilon-LRP (MLP),Jaccard,6,0.05932047750229566
Word,Tree,Epsilon-LRP (MLP),Jaccard,7,0.05957005957005953
Word,Tree,Epsilon-LRP (MLP),Jaccard,8,0.06060606060606059
Word,Tree,Epsilon-LRP (MLP),Jaccard,9,0.06365121806298267
Word,Tree,Epsilon-LRP (MLP),Jaccard,10,0.06474097702167869
Word,Tree,Epsilon-LRP (MLP),Jaccard,11,0.06686666160350362
Word,Tree,Epsilon-LRP (MLP),Jaccard,12,0.07166526929372784
Word,Tree,Epsilon-LRP (MLP),Jaccard,13,0.0753740301566388
Word,Tree,Epsilon-LRP (MLP),Jaccard,14,0.07809203142536478
Word,Tree,Epsilon-LRP (MLP),Jaccard,15,0.08276078965734128
Word,Tree,Epsilon-LRP (MLP),Jaccard,16,0.08826685200433813
Word,Tree,Epsilon-LRP (MLP),Jaccard,17,0.09148128825927396
Word,Tree,Epsilon-LRP (MLP),Jaccard,18,0.09341372646099225
Word,Tree,Epsilon-LRP (MLP),Jaccard,19,0.09406428646624712
Word,Tree,Epsilon-LRP (MLP),Jaccard,20,0.09429225837894552
Word,Tree,Epsilon-LRP (MLP),Jaccard,21,0.09521410330139468
Word,Tree,Epsilon-LRP (MLP),Jaccard,22,0.09707491603482275
Word,Tree,Epsilon-LRP (MLP),Jaccard,23,0.09640637361636346
Word,Tree,Epsilon-LRP (MLP),Jaccard,24,0.0983796975704277
Word,Tree,Epsilon-LRP (MLP),Jaccard,25,0.09794274645779036
Word,Tree,Epsilon-LRP (MLP),Jaccard,26,0.09757780071968215
Word,Tree,Epsilon-LRP (MLP),Jaccard,27,0.09659532599460803
Word,Tree,Epsilon-LRP (MLP),Jaccard,28,0.09890332199068304
Word,Tree,Epsilon-LRP (MLP),Jaccard,29,0.09832123250327018
Word,Tree,Epsilon-LRP (MLP),Jaccard,30,0.09834653196374696
Word,Tree,Epsilon-LRP (MLP),RBO,1,0.0707070707070707
Word,Tree,Epsilon-LRP (MLP),RBO,2,0.07323232323232323
Word,Tree,Epsilon-LRP (MLP),RBO,3,0.07912457912457908
Word,Tree,Epsilon-LRP (MLP),RBO,4,0.0852272727272727
Word,Tree,Epsilon-LRP (MLP),RBO,5,0.08878787878787875
Word,Tree,Epsilon-LRP (MLP),RBO,6,0.09194725028058362
Word,Tree,Epsilon-LRP (MLP),RBO,7,0.09447880162165877
Word,Tree,Epsilon-LRP (MLP),RBO,8,0.09671566859066859
Word,Tree,Epsilon-LRP (MLP),RBO,9,0.09906338517449621
Word,Tree,Epsilon-LRP (MLP),RBO,10,0.1011772486772487
Word,Tree,Epsilon-LRP (MLP),RBO,11,0.10324903899284063
Word,Tree,Epsilon-LRP (MLP),RBO,12,0.10565785925634412
Word,Tree,Epsilon-LRP (MLP),RBO,13,0.1081692653370975
Word,Tree,Epsilon-LRP (MLP),RBO,14,0.11064697087424365
Word,Tree,Epsilon-LRP (MLP),RBO,15,0.1133266228720774
Word,Tree,Epsilon-LRP (MLP),RBO,16,0.11626580490216856
Word,Tree,Epsilon-LRP (MLP),RBO,17,0.11917813408848325
Word,Tree,Epsilon-LRP (MLP),RBO,18,0.12194108972678984
Word,Tree,Epsilon-LRP (MLP),RBO,19,0.12447694160356056
Word,Tree,Epsilon-LRP (MLP),RBO,20,0.1267884480587361
Word,Tree,Epsilon-LRP (MLP),RBO,21,0.12895081587489976
Word,Tree,Epsilon-LRP (MLP),RBO,22,0.13106169998510234
Word,Tree,Epsilon-LRP (MLP),RBO,23,0.13294389641316215
Word,Tree,Epsilon-LRP (MLP),RBO,24,0.13480496021300648
Word,Tree,Epsilon-LRP (MLP),RBO,25,0.1364915496832742
Word,Tree,Epsilon-LRP (MLP),RBO,26,0.13802568917157815
Word,Tree,Epsilon-LRP (MLP),RBO,27,0.1393843697059253
Word,Tree,Epsilon-LRP (MLP),RBO,28,0.1407839075225504
Word,Tree,Epsilon-LRP (MLP),RBO,29,0.14205475393558392
Word,Tree,Epsilon-LRP (MLP),RBO,30,0.14324552139699037
Word,Tree,Guided Backpropagation (MLP),Jaccard,1,0.01
Word,Tree,Guided Backpropagation (MLP),Jaccard,2,0.026666666666666665
Word,Tree,Guided Backpropagation (MLP),Jaccard,3,0.03800000000000001
Word,Tree,Guided Backpropagation (MLP),Jaccard,4,0.04523809523809524
Word,Tree,Guided Backpropagation (MLP),Jaccard,5,0.04388888888888889
Word,Tree,Guided Backpropagation (MLP),Jaccard,6,0.04818181818181816
Word,Tree,Guided Backpropagation (MLP),Jaccard,7,0.05205128205128204
Word,Tree,Guided Backpropagation (MLP),Jaccard,8,0.05640293040293042
Word,Tree,Guided Backpropagation (MLP),Jaccard,9,0.05914705882352936
Word,Tree,Guided Backpropagation (MLP),Jaccard,10,0.06670364637082896
Word,Tree,Guided Backpropagation (MLP),Jaccard,11,0.06850459482038421
Word,Tree,Guided Backpropagation (MLP),Jaccard,12,0.07241332580463018
Word,Tree,Guided Backpropagation (MLP),Jaccard,13,0.07710862036514204
Word,Tree,Guided Backpropagation (MLP),Jaccard,14,0.0811944258639911
Word,Tree,Guided Backpropagation (MLP),Jaccard,15,0.08608235442718193
Word,Tree,Guided Backpropagation (MLP),Jaccard,16,0.08828844512715488
Word,Tree,Guided Backpropagation (MLP),Jaccard,17,0.09010228115414443
Word,Tree,Guided Backpropagation (MLP),Jaccard,18,0.09143314891939176
Word,Tree,Guided Backpropagation (MLP),Jaccard,19,0.09327424770071815
Word,Tree,Guided Backpropagation (MLP),Jaccard,20,0.09475159710453815
Word,Tree,Guided Backpropagation (MLP),Jaccard,21,0.09559177055005037
Word,Tree,Guided Backpropagation (MLP),Jaccard,22,0.09663003845357476
Word,Tree,Guided Backpropagation (MLP),Jaccard,23,0.09662318021677069
Word,Tree,Guided Backpropagation (MLP),Jaccard,24,0.0989531767401506
Word,Tree,Guided Backpropagation (MLP),Jaccard,25,0.09941492268162777
Word,Tree,Guided Backpropagation (MLP),Jaccard,26,0.09965121150526204
Word,Tree,Guided Backpropagation (MLP),Jaccard,27,0.09991877031037273
Word,Tree,Guided Backpropagation (MLP),Jaccard,28,0.10082891789839618
Word,Tree,Guided Backpropagation (MLP),Jaccard,29,0.10017678325292094
Word,Tree,Guided Backpropagation (MLP),Jaccard,30,0.10035969361253226
Word,Tree,Guided Backpropagation (MLP),RBO,1,0.01
Word,Tree,Guided Backpropagation (MLP),RBO,2,0.025
Word,Tree,Guided Backpropagation (MLP),RBO,3,0.03777777777777777
Word,Tree,Guided Backpropagation (MLP),RBO,4,0.04770833333333333
Word,Tree,Guided Backpropagation (MLP),RBO,5,0.05376666666666665
Word,Tree,Guided Backpropagation (MLP),RBO,6,0.05924999999999999
Word,Tree,Guided Backpropagation (MLP),RBO,7,0.06425510204081632
Word,Tree,Guided Backpropagation (MLP),RBO,8,0.0690357142857143
Word,Tree,Guided Backpropagation (MLP),RBO,9,0.07334038800705467
Word,Tree,Guided Backpropagation (MLP),RBO,10,0.07810634920634918
Word,Tree,Guided Backpropagation (MLP),RBO,11,0.08232808605535875
Word,Tree,Guided Backpropagation (MLP),RBO,12,0.08643963443963443
Word,Tree,Guided Backpropagation (MLP),RBO,13,0.09055966255966257
Word,Tree,Guided Backpropagation (MLP),RBO,14,0.09460131931560506
Word,Tree,Guided Backpropagation (MLP),RBO,15,0.09869456469456468
Word,Tree,Guided Backpropagation (MLP),RBO,16,0.10248709190115438
Word,Tree,Guided Backpropagation (MLP),RBO,17,0.10604321452288573
Word,Tree,Guided Backpropagation (MLP),RBO,18,0.1093494556913675
Word,Tree,Guided Backpropagation (MLP),RBO,19,0.11248618794029827
Word,Tree,Guided Backpropagation (MLP),RBO,20,0.1154368785432834
Word,Tree,Guided Backpropagation (MLP),RBO,21,0.11817117684394335
Word,Tree,Guided Backpropagation (MLP),RBO,22,0.12073364401219382
Word,Tree,Guided Backpropagation (MLP),RBO,23,0.12308359899843115
Word,Tree,Guided Backpropagation (MLP),RBO,24,0.12540303237349648
Word,Tree,Guided Backpropagation (MLP),RBO,25,0.12757091107855667
Word,Tree,Guided Backpropagation (MLP),RBO,26,0.12958741449861222
Word,Tree,Guided Backpropagation (MLP),RBO,27,0.1314682647160847
Word,Tree,Guided Backpropagation (MLP),RBO,28,0.13326531648642861
Word,Tree,Guided Backpropagation (MLP),RBO,29,0.13490063851008322
Word,Tree,Guided Backpropagation (MLP),RBO,30,0.13643728389308055
Word,Tree,Integrated Gradients (MLP),Jaccard,1,0.09
Word,Tree,Integrated Gradients (MLP),Jaccard,2,0.04999999999999999
Word,Tree,Integrated Gradients (MLP),Jaccard,3,0.05200000000000002
Word,Tree,Integrated Gradients (MLP),Jaccard,4,0.06190476190476195
Word,Tree,Integrated Gradients (MLP),Jaccard,5,0.05583333333333328
Word,Tree,Integrated Gradients (MLP),Jaccard,6,0.057818181818181796
Word,Tree,Integrated Gradients (MLP),Jaccard,7,0.060641025641025595
Word,Tree,Integrated Gradients (MLP),Jaccard,8,0.05999999999999999
Word,Tree,Integrated Gradients (MLP),Jaccard,9,0.0661764705882352
Word,Tree,Integrated Gradients (MLP),Jaccard,10,0.06585827313381483
Word,Tree,Integrated Gradients (MLP),Jaccard,11,0.06620551378446107
Word,Tree,Integrated Gradients (MLP),Jaccard,12,0.0739875776397516
Word,Tree,Integrated Gradients (MLP),Jaccard,13,0.07611897233201576
Word,Tree,Integrated Gradients (MLP),Jaccard,14,0.08163418803418804
Word,Tree,Integrated Gradients (MLP),Jaccard,15,0.08655265041471928
Word,Tree,Integrated Gradients (MLP),Jaccard,16,0.09034202611955672
Word,Tree,Integrated Gradients (MLP),Jaccard,17,0.0933461295378704
Word,Tree,Integrated Gradients (MLP),Jaccard,18,0.09578064392912587
Word,Tree,Integrated Gradients (MLP),Jaccard,19,0.09716260005230579
Word,Tree,Integrated Gradients (MLP),Jaccard,20,0.09578344172771402
Word,Tree,Integrated Gradients (MLP),Jaccard,21,0.09681677960176033
Word,Tree,Integrated Gradients (MLP),Jaccard,22,0.09743383029716121
Word,Tree,Integrated Gradients (MLP),Jaccard,23,0.0974551209174011
Word,Tree,Integrated Gradients (MLP),Jaccard,24,0.09851337046362982
Word,Tree,Integrated Gradients (MLP),Jaccard,25,0.09871154160521863
Word,Tree,Integrated Gradients (MLP),Jaccard,26,0.0987493017289331
Word,Tree,Integrated Gradients (MLP),Jaccard,27,0.09842321336064407
Word,Tree,Integrated Gradients (MLP),Jaccard,28,0.09692745982965534
Word,Tree,Integrated Gradients (MLP),Jaccard,29,0.09676064498175319
Word,Tree,Integrated Gradients (MLP),Jaccard,30,0.09847831262213112
Word,Tree,Integrated Gradients (MLP),RBO,1,0.09
Word,Tree,Integrated Gradients (MLP),RBO,2,0.0825
Word,Tree,Integrated Gradients (MLP),RBO,3,0.08388888888888886
Word,Tree,Integrated Gradients (MLP),RBO,4,0.08979166666666664
Word,Tree,Integrated Gradients (MLP),RBO,5,0.0918333333333333
Word,Tree,Integrated Gradients (MLP),RBO,6,0.09402777777777778
Word,Tree,Integrated Gradients (MLP),RBO,7,0.0965136054421769
Word,Tree,Integrated Gradients (MLP),RBO,8,0.09835565476190478
Word,Tree,Integrated Gradients (MLP),RBO,9,0.10100749559082887
Word,Tree,Integrated Gradients (MLP),RBO,10,0.10310674603174602
Word,Tree,Integrated Gradients (MLP),RBO,11,0.1048904302767939
Word,Tree,Integrated Gradients (MLP),RBO,12,0.10746900553150555
Word,Tree,Integrated Gradients (MLP),RBO,13,0.10991221812375658
Word,Tree,Integrated Gradients (MLP),RBO,14,0.11267359029859034
Word,Tree,Integrated Gradients (MLP),RBO,15,0.11565090650090651
Word,Tree,Integrated Gradients (MLP),RBO,16,0.11865709984459985
Word,Tree,Integrated Gradients (MLP),RBO,17,0.12160806628972724
Word,Tree,Integrated Gradients (MLP),RBO,18,0.12445082803906335
Word,Tree,Integrated Gradients (MLP),RBO,19,0.1271251611893619
Word,Tree,Integrated Gradients (MLP),RBO,20,0.1294189031298938
Word,Tree,Integrated Gradients (MLP),RBO,21,0.13157809368379916
Word,Tree,Integrated Gradients (MLP),RBO,22,0.13359313901222153
Word,Tree,Integrated Gradients (MLP),RBO,23,0.13544069629524397
Word,Tree,Integrated Gradients (MLP),RBO,24,0.1372105283940533
Word,Tree,Integrated Gradients (MLP),RBO,25,0.1388581072582911
Word,Tree,Integrated Gradients (MLP),RBO,26,0.14038131615072375
Word,Tree,Integrated Gradients (MLP),RBO,27,0.141766370285059
Word,Tree,Integrated Gradients (MLP),RBO,28,0.1429660407340621
Word,Tree,Integrated Gradients (MLP),RBO,29,0.14407660532230487
Word,Tree,Integrated Gradients (MLP),RBO,30,0.14520738514489465
Word,Tree,Occlusion (MLP),Jaccard,1,0.07
Word,Tree,Occlusion (MLP),Jaccard,2,0.04999999999999999
Word,Tree,Occlusion (MLP),Jaccard,3,0.05400000000000002
Word,Tree,Occlusion (MLP),Jaccard,4,0.06190476190476195
Word,Tree,Occlusion (MLP),Jaccard,5,0.05944444444444438
Word,Tree,Occlusion (MLP),Jaccard,6,0.057818181818181796
Word,Tree,Occlusion (MLP),Jaccard,7,0.06269230769230764
Word,Tree,Occlusion (MLP),Jaccard,8,0.06666666666666664
Word,Tree,Occlusion (MLP),Jaccard,9,0.07051470588235283
Word,Tree,Occlusion (MLP),Jaccard,10,0.07147230822153411
Word,Tree,Occlusion (MLP),Jaccard,11,0.0708796992481202
Word,Tree,Occlusion (MLP),Jaccard,12,0.0785999583940088
Word,Tree,Occlusion (MLP),Jaccard,13,0.08279478637304717
Word,Tree,Occlusion (MLP),Jaccard,14,0.08809186176142694
Word,Tree,Occlusion (MLP),Jaccard,15,0.0928902783040713
Word,Tree,Occlusion (MLP),Jaccard,16,0.09561255009975815
Word,Tree,Occlusion (MLP),Jaccard,17,0.10147101156166795
Word,Tree,Occlusion (MLP),Jaccard,18,0.09969253185145027
Word,Tree,Occlusion (MLP),Jaccard,19,0.10170780597251168
Word,Tree,Occlusion (MLP),Jaccard,20,0.10155013108573463
Word,Tree,Occlusion (MLP),Jaccard,21,0.10346469877599526
Word,Tree,Occlusion (MLP),Jaccard,22,0.10512292821732455
Word,Tree,Occlusion (MLP),Jaccard,23,0.10328895140511106
Word,Tree,Occlusion (MLP),Jaccard,24,0.10394279148692494
Word,Tree,Occlusion (MLP),Jaccard,25,0.10350924760871895
Word,Tree,Occlusion (MLP),Jaccard,26,0.10381298844321181
Word,Tree,Occlusion (MLP),Jaccard,27,0.10345084403853981
Word,Tree,Occlusion (MLP),Jaccard,28,0.10149341301473623
Word,Tree,Occlusion (MLP),Jaccard,29,0.10100712559261005
Word,Tree,Occlusion (MLP),Jaccard,30,0.10117207270383112
Word,Tree,Occlusion (MLP),RBO,1,0.07
Word,Tree,Occlusion (MLP),RBO,2,0.0725
Word,Tree,Occlusion (MLP),RBO,3,0.0783333333333333
Word,Tree,Occlusion (MLP),RBO,4,0.08562499999999998
Word,Tree,Occlusion (MLP),RBO,5,0.08969999999999995
Word,Tree,Occlusion (MLP),RBO,6,0.09225000000000001
Word,Tree,Occlusion (MLP),RBO,7,0.09539795918367348
Word,Tree,Occlusion (MLP),RBO,8,0.09878571428571431
Word,Tree,Occlusion (MLP),RBO,9,0.10225396825396825
Word,Tree,Occlusion (MLP),RBO,10,0.10522857142857144
Word,Tree,Occlusion (MLP),RBO,11,0.1075631641086186
Word,Tree,Occlusion (MLP),RBO,12,0.11054401154401158
Word,Tree,Occlusion (MLP),RBO,13,0.11363825917672069
Word,Tree,Occlusion (MLP),RBO,14,0.11694981209266925
Word,Tree,Occlusion (MLP),RBO,15,0.12035315795315794
Word,Tree,Occlusion (MLP),RBO,16,0.1236123355810856
Word,Tree,Occlusion (MLP),RBO,17,0.12706766532199062
Word,Tree,Occlusion (MLP),RBO,18,0.12997748638434914
Word,Tree,Occlusion (MLP),RBO,19,0.13274875441398176
Word,Tree,Occlusion (MLP),RBO,20,0.13523631669328265
Word,Tree,Occlusion (MLP),RBO,21,0.13764002950380663
Word,Tree,Occlusion (MLP),RBO,22,0.13995804469165007
Word,Tree,Occlusion (MLP),RBO,23,0.1419447459621455
Word,Tree,Occlusion (MLP),RBO,24,0.14380815932483387
Word,Tree,Occlusion (MLP),RBO,25,0.1454958329518405
Word,Tree,Occlusion (MLP),RBO,26,0.14707439558978747
Word,Tree,Occlusion (MLP),RBO,27,0.14851334115779258
Word,Tree,Occlusion (MLP),RBO,28,0.14973990550419797
Word,Tree,Occlusion (MLP),RBO,29,0.15085470067706144
Word,Tree,Occlusion (MLP),RBO,30,0.15190398843227063
Word,Tree,RF,Jaccard,1,0.28846153846153844
Word,Tree,RF,Jaccard,2,0.3525641025641026
Word,Tree,RF,Jaccard,3,0.3557692307692306
Word,Tree,RF,Jaccard,4,0.2798534798534799
Word,Tree,RF,Jaccard,5,0.243513431013431
Word,Tree,RF,Jaccard,6,0.20862470862470855
Word,Tree,RF,Jaccard,7,0.18941635287789124
Word,Tree,RF,Jaccard,8,0.18083967314736543
Word,Tree,RF,Jaccard,9,0.18929690219282974
Word,Tree,RF,Jaccard,10,0.18082253144172641
Word,Tree,RF,Jaccard,11,0.1838099916079791
Word,Tree,RF,Jaccard,12,0.18016994447200393
Word,Tree,RF,Jaccard,13,0.1872289666854883
Word,Tree,RF,Jaccard,14,0.18815676272198006
Word,Tree,RF,Jaccard,15,0.19157276205771184
Word,Tree,RF,Jaccard,16,0.20121501191735297
Word,Tree,RF,Jaccard,17,0.20163305178321866
Word,Tree,RF,Jaccard,18,0.2032871258330101
Word,Tree,RF,Jaccard,19,0.20225474186656556
Word,Tree,RF,Jaccard,20,0.20431050397761774
Word,Tree,RF,Jaccard,21,0.20155038167590594
Word,Tree,RF,Jaccard,22,0.20319832740051844
Word,Tree,RF,Jaccard,23,0.20445957411444263
Word,Tree,RF,Jaccard,24,0.20641083973024144
Word,Tree,RF,Jaccard,25,0.2039508749662834
Word,Tree,RF,Jaccard,26,0.20496887304191758
Word,Tree,RF,Jaccard,27,0.20624293968878485
Word,Tree,RF,Jaccard,28,0.20535486101592498
Word,Tree,RF,Jaccard,29,0.20634872812023103
Word,Tree,RF,Jaccard,30,0.20606109331822534
Word,Tree,RF,RBO,1,0.28846153846153844
Word,Tree,RF,RBO,2,0.3701923076923077
Word,Tree,RF,RBO,3,0.4134615384615384
Word,Tree,RF,RBO,4,0.4170673076923077
Word,Tree,RF,RBO,5,0.4113461538461539
Word,Tree,RF,RBO,6,0.3999465811965812
Word,Tree,RF,RBO,7,0.38794479330193615
Word,Tree,RF,RBO,8,0.37731227106227105
Word,Tree,RF,RBO,9,0.37028897028897034
Word,Tree,RF,RBO,10,0.36345238095238097
Word,Tree,RF,RBO,11,0.3582243514061695
Word,Tree,RF,RBO,12,0.3534791597291598
Word,Tree,RF,RBO,13,0.350298468789593
Word,Tree,RF,RBO,14,0.34764763624653744
Word,Tree,RF,RBO,15,0.3456677083600161
Word,Tree,RF,RBO,16,0.3447966496644381
Word,Tree,RF,RBO,17,0.34407797530302187
Word,Tree,RF,RBO,18,0.3435404049751712
Word,Tree,RF,RBO,19,0.34298543373526774
Word,Tree,RF,RBO,20,0.34261500820235036
Word,Tree,RF,RBO,21,0.3420858093118495
Word,Tree,RF,RBO,22,0.34171445815749657
Word,Tree,RF,RBO,23,0.3414712382957702
Word,Tree,RF,RBO,24,0.3413658661872926
Word,Tree,RF,RBO,25,0.34112661615518564
Word,Tree,RF,RBO,26,0.340950148669927
Word,Tree,RF,RBO,27,0.3408790816462757
Word,Tree,RF,RBO,28,0.34077311758434026
Word,Tree,RF,RBO,29,0.34072999444071134
Word,Tree,RF,RBO,30,0.34067574676277296
Word,Tree,Ridge,Jaccard,1,0.0
Word,Tree,Ridge,Jaccard,2,0.009259259259259259
Word,Tree,Ridge,Jaccard,3,0.016666666666666666
Word,Tree,Ridge,Jaccard,4,0.017857142857142853
Word,Tree,Ridge,Jaccard,5,0.016975308641975315
Word,Tree,Ridge,Jaccard,6,0.018939393939393936
Word,Tree,Ridge,Jaccard,7,0.024928774928774922
Word,Tree,Ridge,Jaccard,8,0.032936507936507944
Word,Tree,Ridge,Jaccard,9,0.04003267973856207
Word,Tree,Ridge,Jaccard,10,0.04574207850781642
Word,Tree,Ridge,Jaccard,11,0.048357003620161494
Word,Tree,Ridge,Jaccard,12,0.051791203965117036
Word,Tree,Ridge,Jaccard,13,0.05410426731078908
Word,Tree,Ridge,Jaccard,14,0.06016777461221913
Word,Tree,Ridge,Jaccard,15,0.06659602636614127
Word,Tree,Ridge,Jaccard,16,0.06652056076416481
Word,Tree,Ridge,Jaccard,17,0.07013193086781794
Word,Tree,Ridge,Jaccard,18,0.07208720609455896
Word,Tree,Ridge,Jaccard,19,0.07425804337569038
Word,Tree,Ridge,Jaccard,20,0.07442110937982967
Word,Tree,Ridge,Jaccard,21,0.0764245527002266
Word,Tree,Ridge,Jaccard,22,0.07745270110780453
Word,Tree,Ridge,Jaccard,23,0.07871896036010238
Word,Tree,Ridge,Jaccard,24,0.08302516257984376
Word,Tree,Ridge,Jaccard,25,0.08508743050641948
Word,Tree,Ridge,Jaccard,26,0.08276057189026166
Word,Tree,Ridge,Jaccard,27,0.08553978559888349
Word,Tree,Ridge,Jaccard,28,0.08477733428837142
Word,Tree,Ridge,Jaccard,29,0.08431685296634742
Word,Tree,Ridge,Jaccard,30,0.08625084095854788
Word,Tree,Ridge,RBO,1,0.0
Word,Tree,Ridge,RBO,2,0.006944444444444444
Word,Tree,Ridge,RBO,3,0.013888888888888888
Word,Tree,Ridge,RBO,4,0.018229166666666664
Word,Tree,Ridge,RBO,5,0.020694444444444446
Word,Tree,Ridge,RBO,6,0.0230324074074074
Word,Tree,Ridge,RBO,7,0.026261337868480724
Word,Tree,Ridge,RBO,8,0.03057415674603174
Word,Tree,Ridge,RBO,9,0.03540748089359201
Word,Tree,Ridge,RBO,10,0.04033895502645503
Word,Tree,Ridge,RBO,11,0.04482145590100137
Word,Tree,Ridge,RBO,12,0.04909173581048583
Word,Tree,Ridge,RBO,13,0.053040629242552303
Word,Tree,Ridge,RBO,14,0.05718852080459226
Word,Tree,Ridge,RBO,15,0.06152410089910089
Word,Tree,Ridge,RBO,16,0.06532858417624043
Word,Tree,Ridge,RBO,17,0.06907895965530048
Word,Tree,Ridge,RBO,18,0.0726143535290458
Word,Tree,Ridge,RBO,19,0.07598706683976698
Word,Tree,Ridge,RBO,20,0.07902799127555643
Word,Tree,Ridge,RBO,21,0.08194149836775089
Word,Tree,Ridge,RBO,22,0.08467349637582829
Word,Tree,Ridge,RBO,23,0.08726698225068731
Word,Tree,Ridge,RBO,24,0.08994837342234076
Word,Tree,Ridge,RBO,25,0.09255043848544713
Word,Tree,Ridge,RBO,26,0.09480523753120738
Word,Tree,Ridge,RBO,27,0.09706668049415759
Word,Tree,Ridge,RBO,28,0.09912722421800574
Word,Tree,Ridge,RBO,29,0.10102678749969426
Word,Tree,Ridge,RBO,30,0.10290614149661807
Word,Tree,Saliency Maps (MLP),Jaccard,1,0.0
Word,Tree,Saliency Maps (MLP),Jaccard,2,0.0
Word,Tree,Saliency Maps (MLP),Jaccard,3,0.004
Word,Tree,Saliency Maps (MLP),Jaccard,4,0.00857142857142857
Word,Tree,Saliency Maps (MLP),Jaccard,5,0.01555555555555556
Word,Tree,Saliency Maps (MLP),Jaccard,6,0.021818181818181813
Word,Tree,Saliency Maps (MLP),Jaccard,7,0.03320512820512823
Word,Tree,Saliency Maps (MLP),Jaccard,8,0.0451648351648352
Word,Tree,Saliency Maps (MLP),Jaccard,9,0.055989495798319265
Word,Tree,Saliency Maps (MLP),Jaccard,10,0.06685414516683859
Word,Tree,Saliency Maps (MLP),Jaccard,11,0.0714419381787802
Word,Tree,Saliency Maps (MLP),Jaccard,12,0.07690712948378858
Word,Tree,Saliency Maps (MLP),Jaccard,13,0.08428010540184447
Word,Tree,Saliency Maps (MLP),Jaccard,14,0.08901868855781896
Word,Tree,Saliency Maps (MLP),Jaccard,15,0.09620689655172403
Word,Tree,Saliency Maps (MLP),Jaccard,16,0.09903632553332226
Word,Tree,Saliency Maps (MLP),Jaccard,17,0.10139698950474818
Word,Tree,Saliency Maps (MLP),Jaccard,18,0.10313723847310186
Word,Tree,Saliency Maps (MLP),Jaccard,19,0.1052999100593976
Word,Tree,Saliency Maps (MLP),Jaccard,20,0.10482263009352778
Word,Tree,Saliency Maps (MLP),Jaccard,21,0.10655858001368834
Word,Tree,Saliency Maps (MLP),Jaccard,22,0.10711129360680052
Word,Tree,Saliency Maps (MLP),Jaccard,23,0.1071333579311905
Word,Tree,Saliency Maps (MLP),Jaccard,24,0.11016826076748643
Word,Tree,Saliency Maps (MLP),Jaccard,25,0.11022750352915253
Word,Tree,Saliency Maps (MLP),Jaccard,26,0.11137432683123005
